word_1,word_2,distance
indiaan,indiaan veer neusbot,0.177606
tafeltje met salade bakje,picknick tafel salade bak,0.0766071
doorboorde ruit bovenop,complexe figuur,0.582941
spaarpot,spaarpot met lepel,0.235602
spagaat,kantelscherm twee staven,0.623234
ei liniaal lepel,zwevend ei lineaal,0.128734
dienblad omgedraaide pilon,dienblad pylon,0.235574
twee staartjes,pippi langkous,0.489413
balk ervoor ei bovenop,zwevend ei balk,0.12516
glijbaan op platform,waterglijbaan platform,0.111547
twee grote lepels,twee grootste lepels,0.0607886
grote plaat rechtsvoor,vierkant rechts,0.315526
puntige driehoek bovenop,piramide bovenop,0.210309
kubus rechts bovenop,twee vierkanten bovenop,0.169449
twee balken rechts,is rechts,0.274466
liggende balk bovenop,balkje horizontaal bovenop,0.201013
appel steeltje naar linksboven,ovaal met balk,0.271802
complex en breed,plank omgekeerde piramide,0.524817
veel uitsteeksels overal,ruit schroef bovenop,0.414105
halve hockey puk linksboven,halve cirkel achterkant,0.272454
lang handvat rechts,gieter vierkant achter,0.210699
liggend ei rechts,ovaal rechts,0.238261
ronde tafel schijf rechts,horizontale cirkel rechts,0.232884
zes kleine diamantjes,bovenop een vierkant,0.300244
bal bovenop,bal bovenop,0.0
twee,omringend vierkant halverwegen,0.519031
bovenop rechtopstaand ovaal,rechts blokken,0.368572
robot plat vierkant,de robot,0.292453
grootste driehoek bovenin,groot driehoek muilkorf,0.311752
cocktail,de cocktail,0.0963725
vogeltje is teken,is teken vogeltje,0.0
meest compacte plaatje,compact met vleugeltjes,0.290772
ei met zuignap,ei balk zuignap,0.107854
koffietafel appel steeltje poten,het bijzettafeltje,0.359198
kraan,de kraan,0.0973799
halve cirkel linksboven,halve cirkel balkje,0.062671
gieter schuin vierkant,de gieter,0.244086
kegel balk ei,ei omgekeerde kegel,0.108227
biertap tafeltje,biertap met tafeltje,0.0365427
clown diamantjes,de clown,0.234476
ei balk armen,ei balk boogjes,0.0926918
glijbaan vierkant plateau,glijbaan plateau staafjes,0.0954676
moeilijkste bespreekbaar,de moeilijke,0.390907
verrekijker,twee torens links,0.631076
puntige feesthoed,punthoed,0.205955
winnaars beker,gedraaide voet,0.663864
vogel met snavel,is teken armpje,0.401448
balk op bovenkant,rechthoekige hanenkam,0.383526
langwerpig grote neuspiercing,bolletje houdt stang,0.279874
tafeltje op hoogte,tafelpoten schuin trechter,0.299089
pinokkio met hoed,ruit erop gewichtheffer,0.315466
hoekige cilinder neus,brede smalle voet,0.353769
cilinder er doorheen,stang erdoorheen breed,0.316986
spatel bakje met neus,twee verschillende roerstaafjes,0.336828
lichtinval dakraam,dienblad en pacman handvat,0.567622
lange oren,bodemplaat met horens,0.34141
bal bovenop,balletje erop,0.212979
ballerina rok,door vierkant plateau,0.536553
olifant slurf achterkant,twee ovalen handvatten,0.384153
dubbele verrekijker,twee verrekijker torens,0.261057
piramide hoed op wieltjes,punthoed piramide,0.14662
winnaars trofee,trofee,0.0836816
vogel,vogeltje is teken,0.31377
rechthoekige hanenkam,vierkante balk erop,0.305628
neuspiercing,neuspiercing staaf,0.186455
picknick tafel,picknicktafel met trechter,0.244223
twee ruitjes hoed,ruitjes gewichtheffen,0.265213
pinokkio neus,pinocchio,0.376709
korte lange armen,staaf erdoorheen ongelijk,0.433872
lineaal en penceel,lineaal penseel staafjes,0.220352
dienblad en dakraam,dienblad en dakraam,-1.19209e-07
pippi langkous oren,pippi langkous ribbels,0.0588306
lange kromme armen,twee dunne armpjes,0.269087
ballerina rok,ballerina,0.0980572
verrekijker,twee ronde uitsteeksels,0.657267
plat vierkant paddestoel,robot telescoop ogen,0.425684
driehoek bovenop,feesthoed en kogel,0.389462
gedraaid voetstuk wijnglas,wijnglas,0.167746
rechts twee balkjes,afgekapt feesthoedje,0.224601
bovenop lange balk,raket met loopbrug,0.434044
neuspiercing,spijker door neus,0.438025
geknikte stok eromheen,afdakje,0.318144
gebogen stukje eronder,afvoerbuis aan onderkant,0.250268
schijf tegen achterkant,cilinder bord lepel,0.364697
schuin vierkant erachter,deegroller door kop,0.348694
ei neus en driehoek oor,neus en meetlat,0.150175
horizontaal schijfje rechts,spijker door steel,0.37908
horizontaal vierkant eronder,kop met vlechten,0.340255
voorkant verticale balk,dunne armpjes,0.351715
horizontaal vierkant doorheen,zwaaiend,0.525028
twee omgekeerde kegels,uitsteeksels alle kanten,0.296455
paddestoel telescoop ogen,paddestoel twee telescopen,0.128422
scherpe piramide bovenop,punthoed en kogel,0.3248
wijnglas,wijnglas,5.96046e-08
twee streepjes rechts,afgekapt feesthoedje,0.231555
lange balk bovenop,raket met vleugels,0.429726
neuspiercing,stok door neus,0.476925
tafel omgekeerde piramide,tafel door kop,0.291232
krom uitsteeksel eronder,platte vierkanten boven,0.278278
langwerpig afgerond voetstuk,lepel bord steelpan,0.45156
armpjes bolletje uiteinde,deegroller,0.34742
feestneus twee haren,ronde neus steelpan,0.443235
bleekselderij dienblad,spijker door bleekselderij,0.182169
vierkant horizontaal onderkant,kop met vlechten,0.340168
verticale balk voorzijde,dunne armen,0.346196
horizontaal vierkant doorsnede,plank door kop,0.368974
rechts gestapelde blokjes,vier richtingen uitsteeksels,0.35255
plat vierkant voorkant,voorin een vierkant,0.186482
grote neus kuif,driehoek bovenop,0.451081
gedraaid voetstuk,schroef driehoek onderin,0.29946
twee latjes rechts,twee rechthoeken rechts,0.112802
compact balk bovenop,links half prisma,0.364091
draagt een stok,bol staaf schijf,0.340259
tafel met bakje,tafeltje bakje bovenin,0.117305
een gebogen been,haakje onderin,0.385279
pan met lepel,omgekeerde kegel rechtsboven,0.457834
armen met handjes,doorlopende staaf bol,0.387748
twee verschillende haar sprieten,bol rechthoek boven,0.409948
spijker in linkerarm,omgekeerde pion linksboven,0.364481
vloer en oren,plateau onderin,0.445612
bal bovenop,bol bovenop,0.145282
draagt een rokje,twee streepjes boven,0.385911
drie verschillende armen,kegel boven links,0.490426
paddenstoel bovenop,paddenstoel,0.143544
breder wordend vierkant,vierkant bovenop,0.259185
schroef driehoek onderkant,schroef met voetstuk,0.169198
twee balkjes links,twee streepjes rechts,0.111492
balk en prisma's,balk bovenop,0.216229
staaf door bol,bolletje balk schijf,0.38151
tafel,tafel,-1.19209e-07
gebogen stukje onderaan,kromme ding onderin,0.170774
voetstuk halve cirkel,halve cirke,0.21944
staaf er doorheen,balken schuin vlak,0.403232
bol rechterkant,bol rechts,0.0946478
dienblad,omgekeerde pion,0.672266
plaat onderaan,onderste plank,0.243448
balk vooraan bol,bal bovenop,0.305165
plaat midden,plank iets hoger,0.422697
kegel bovenop zijkant,twee kegels,0.28289
twee torens links,robot met antenne,0.512665
pyramide bovenop,gezicht hanenkam wielen,0.492207
staande voet trofee,voetstuk beker vlag,0.247801
twee rechthoeken rechts,spijker stopcontact hoed,0.386396
geen enkele uitsteeksel,simpel weinig zichtbaar,0.333897
balk door balletje,arm met hamer,0.352469
tafeltje met bakje,tafelblad potje zweven,0.204845
voet klein blokje,kat staart onder,0.353283
rechtsboven soort druppel,kook steelpan,0.510715
uitsteeksels ronde kop,ding dwars erdoorheen,0.391413
balletje rechtsmidden,opberg mok met neus,0.419327
omgedraaide pion,kop met bekerhouder,0.387762
staat op plateau,plateau met kristallen,0.293629
uitsteeksel handvat links,pedalen bal op,0.404846
plateau in midden,zwaaiende olifant,0.577098
toren omgekeerd rechts,lange uitsteeksels,0.473773
twee torens links,robot met antenne,0.512665
pyramide bovenop,piramide kogel links,0.283045
trofee,trofee,0.0
onafgemaakte pyramide bovenop,stompe piramide spijker,0.332227
dun staafje voorkant,rechthoek boven pennetje,0.207618
hamertje,hamer,0.315263
ontbijt op bed,ontbijttafel met schaal,0.403659
boven torens vierkant,staart pootjes kop,0.432336
onafgemaakt plateau,steelpan smal plateau,0.254278
bolletjes uiteinde,doorborende staaf,0.2951
bolletje voorkant,gereedschaps vaas met bol,0.321425
pion linksboven,pion bekerhouder,0.24665
enige op plateau,drie kraaltjes,0.559671
bol bovenop,bal bovenop pedalen,0.240743
plateau in midden,zwaaiende olifant plateau,0.323064
toren rechtsmidden,uitsteeksels omgekeerde toren,0.27978
vierkant gezicht,spijker en verrekijker,0.400132
piramide bovenop,piramide op kopje,0.194085
twister been,wijnglas met blokjes,0.521069
twee rechthoeken rechts,lampenkap op kopje,0.433865
lange rechthoek boven,langwerpig blok erop,0.205536
punaise door bol,balkje door neus,0.209433
tafel voor zich,plank aan kopje,0.282781
gebogen been,ruit aan zijkant,0.326895
pinokkio neus links,enkele uitstekende cilinder,0.475762
staven met bol,kopje overdwarse cilinder,0.314557
bol vooraan,kegel en blok,0.262874
grote spijker links,pylon aan linkerzijde,0.346917
cirkel voorop,kopje op onderzetter,0.481044
bol boven op,balletje op kopje,0.25343
twee kleine cilinders,vierkant door kopje,0.464153
twee deegroller handvaten,enkele kegel erop,0.399616
vierkant er voor,spijker blokkentorens vierkant,0.239222
piramide verrekijker,piramide en verrekijker,0.0387727
gedraaid been,glas met blokjes,0.507402
lampenkap twee rechthoeken,lampenkap en balkjes,0.106612
balk boven op,balk en toblerone,0.253338
balk door bol,spijker door bol,0.157923
omgekeerde lampenkap dienblad,dienblad met lampenkap,0.0505324
strik boven op,strik,0.224496
cirkel er achter,cirkel aan zijkant,0.168383
springplank er achter,springplank achter cilinders,0.202075
bol twee kegels,twee cilinder kopje,0.311987
gekantelde bank spijker,spijker in bank,0.148149
diamantjes cirkel voorop,kopje met diamantjes,0.213882
bol twee armpjes,balk voor mannetje,0.354289
l vorm,vierkant door kopje,0.402783
twee roer kegels,scheepsroer,0.39058
antenne twee moertjes,vierkant oor,0.36634
feesthoed dikke neus,punt hoofd,0.449368
lang met driehoek,draaikolk op standaard,0.277078
afgestompt hoedje,vogeltje met snavel,0.377772
rechthoek hoed,leraar met stokje,0.443882
neuspiercing,piercing door neus,0.336607
jachtgeweer,ober die serveert,0.650525
lange neus hoedje,pinokkio met arm,0.299946
mok met lepel,pinokkio zonder arm,0.483579
afdakje,stompe handvatten,0.437899
ronde neus,rond neus,0.203403
toeter op neus,spijker arm,0.321229
dienblad,gekke professor,0.73071
waterleiding,olifantenslurf met armen,0.690786
glijbaan neus,zwembandje om middel,0.432953
kegel neus,twee roerstaven,0.435722
robot,de robot,0.11508
feesthoedje,feesthoedje op wielen,0.207679
torentje,het torentje,0.0957198
vogeltje,twitter vogel,0.308453
wijze uil,het uiltje,0.390961
neuspiercing,neus piercing,0.299921
dienblad,mijn serveerder,0.573398
pinokkio hanenkam,pinokkio met hanekam,0.166465
gewone koffiekopje,het gewone kopje,0.237316
afdakje,het afdakje,0.100618
dikke neus,dikke neus,5.96046e-08
spijker in arm,jouw serveerder,0.569313
gehoorbescherming,de professor,0.834058
boiler,de waterleiding,0.408831
glijbaan,glijbaan met band,0.220389
rare armpjes,minecraft hand,0.447578
schoorsteen plaat schroeven,twee blokjes balken,0.298941
complex driehoek raketje,driehoek zijaanzicht gezicht,0.318698
statief vierkant helix,gedraaide schroef onderaan,0.300339
is teken haakje trapezium,zijaanzicht vogel,0.365012
compact rechthoek op veger,compact met schuif bak,0.188675
ei basketbalpaal uitsteekseltje,neus doorboord,0.338666
bankje haakje bakje,plateau met bakje,0.196543
ruiten schroeven uitsteeksels,balk door ruit,0.315324
lepeltje rond plateau,zijaanzicht pinokkio gezicht,0.480744
zonnepaneel lange staaf,buis zonder plateau,0.286855
vulpen ei staafjes,hoofd met voelsprieten,0.341807
eiffeltoren rond plateau,horizontaal platte cirkel,0.455704
kom bolletjes haakjes,ondergrond met object,0.435443
ei symmetrisch verhoging,bol op theekop,0.320092
glijbaan vierkant omhulsel,plateau door object,0.419779
schroef ovale uitsteeksels,bowlingkegels hoek negentig graden,0.416087
schoorsteentje vierkant blokken,vierkant met schoorsteen,0.16871
driehoek raketje rondje,driekhoek met bolletje,0.254563
helix kubus driehoek,helix,0.244764
trapezium is teken boogje,kip,0.634438
op veger megafoon rechthoek,zuiger,0.444702
pluimpje ei neus basketbalpaal,balk door neus,0.312823
bankje bakje uitsteekseltje,bankje,0.177346
ruit uisteeksels blokjes,ruit met balk,0.214392
half rondje kegeltje,halve cirkel gezicht,0.244827
gaspedaal balk lang,gaspedaal,0.193374
vulpen ei neus uitsteeksels,hoofd met vulpen,0.267701
eiffeltoren rond plateau,eifeltoren,0.314669
vierkant plateau bolletjes,bolletjes op vierkant,0.115932
ei hoofd gespreide armen,ei hoofd mannetje,0.175264
vierkant plateau glijbaan,plateau door object,0.34962
kegeltjes blokjes uitsteeksel,twee kegels,0.356647
twee armen links,plat vierkant voorkant,0.343351
driehoek erboven,bovenkant driehoek,0.115924
driehoekig onder hangsel,op gedraaid voetstuk,0.272572
twee armen rechts,afgekapte driekhoek bovenop,0.250166
rechthoekig blokje erboven,balk plat bovenop,0.253538
blokje door bol,balk door bol,0.163145
steiger voorop,vlak met pootjes,0.390063
uitstekende cilinder voorkant,plat vierkant doorboord,0.339343
ronde plaat achterkant,plat ovaal achter,0.271017
arm beide kanten,scheef vierkant erachter,0.323856
driehoekige arm links,ronde bol voorkant,0.241861
spijker door arm,ijspegel linker zijstuk,0.329485
ronde schaal voorkant,drie bolletjes zijkanten,0.181227
rechthoekige voorkant,verticale balk voorkant,0.140198
vierkant door midden,plat vierkant midden,0.0982915
drie uitstekende ellipsen,boven links kegel,0.418879
vierkant voorop,platte vierkant ervoor,0.217342
driehoek bovenop,puntige driekhoek bovenop,0.151218
spiraal onderin,gedraaid voetstuk driehoek,0.300558
eend,eend,0.0
staafje plat bovenop,balk plat bovenop,0.130211
balk door bol,balk door rondje,0.0849639
tafel,tafeltje,0.163819
uitsteeksel onder recht,ingewikkelde vierkant doorboord,0.387966
rondje achter,plat rondje erachter,0.112129
vierkant met steun,vierkant met steuntje,0.11426
twee figuren bovenop,bovenop kegel balkje,0.302241
spijker,spijker in zijkant,0.173861
onderin plateau,drie bolletjes zijkanten,0.316598
staafje voorkant,balk ervoor,0.391311
twee kegeltjes bovenop,pijpje linker zijkant,0.348279
twee lepels,kegels zijkant bovenkant,0.396881
paddenstoel op bovenkant,uitstekende ogen vierkant,0.344054
piramide op bovenkant,driehoek pet,0.356575
standaard onder mok,driehoek voetstuk vierkantjes,0.469075
afgesneden piramide hoed,propellers puntig staart,0.401206
lang hoek als hoed,staafje bovenop,0.34683
stok door clownsneus,speer schildje in hand,0.238981
picknicktafel door mok,draag rekje met bakje,0.328675
ruit bovenkant mok,hoekige uitsteeksels puntneus,0.327479
halve cirkel achter,roerstokje rondje staafje,0.255193
ballen aan hendels,staafjes handvat vierkantje,0.30829
clownsneus,roerstaafjes bolletje staafje,0.422356
omgekeerde langwerpige pion,opstapje handvat schoorsteen,0.332426
pippi langkous vlechtjes,vierkant voetstuk handvatten,0.664461
bal op bovenkant,balkje handvatjes balletje,0.20947
tafel door midden,vierkant eromheen staafjes,0.39091
groter wordend blokje,armen staart punthoofd,0.374434
paddenstoel antene,paddestoel hoofd vierkant,0.358016
verrekijker en piramide,verrekijker piramide,0.0387727
driehoek spiraal voetstuk,draaiend voetstuk vierkantjes,0.201168
onderzeeer,onderzeeer,0.0
vloeistof afvoer,balk hoofd afvoerputje,0.427387
spies door clownsneus,clownsneus speer,0.249019
picknicktafel met mandje,picknicktafel mandje,0.0379528
poot doorstoken ruit,een been ruit,0.201465
bovenkant halve cirkel,roerstaafje plat voetstuk,0.262628
piemels als handvaten,piemel mok,0.337348
clownsneus,clownsneus roerstaafje kwastje,0.288198
dienblad omgekeerde pion,dienblad,0.251571
pippi langkous haren,pippi langkous,0.0555744
bal op bovenkant,bal paal stengel armen,0.18895
vierkante hoelahoep,vierkante hoelahoep,0.0
groter wordend vierkant,staart uitbreidend vierkant,0.184196
vierkante verrekijker ogen,vlak rechts voor,0.439964
verjaardags hoedje bovenop,driehoek bovenop,0.355596
driehoekig voetje,blokje rechts boven,0.325846
twee vierkante linker oren,twee streepjes rechts,0.168679
balk liggend bovenop,staafje liggend bovenop,0.117236
heel aparte neuspiercing,cirkel stokje rechts,0.484371
met hoog opberg plankje,tafeltje rechts,0.320524
satelliet op achterhoofd,vierkant pootje midden,0.434567
schijf half zichtbaar,lepel rechts,0.417355
met dikke handvatten,vlak links boven,0.481942
dikke ronde neus,rondje rechts,0.405124
langwerpige omhoogstekende speaker,spijker links,0.449108
vierkante grondplaat,groot vlak onder,0.593231
bal bovenop pot,cirkel bovenop,0.206079
twee cylindertjes bovenop,vlak rondom midden,0.386532
sambaballen links bovenop,lepel recht omhoog,0.332347
vierkante verrekijker,verrekijker plaat paddenstoel,0.270793
feesthoedje bovenop,feesthoed rare neus,0.30257
driehoekje als voetje,driehoek gedraaide poot,0.334209
twee linker blok oortjes,afgeplatte feesthoed,0.375577
liggend balkje bovenop,balk afzuigkap,0.450417
aparte neuspiercing,neus piercing lepel,0.357296
picknick tafeltje met bakje,picknickbank bak,0.230915
satelliet in achterhoofd,satelliet hoofd,0.163115
afgerond langwerpig voetje,zon,0.657556
vijzel,vijzel,0.0
staand blokje bovenop,cirkel dakgoot pen,0.335325
spijker speaker,spijker hondenbot,0.247864
pippi langkous vlechtjes,pippi langkous,0.0597261
balletje bovenop,bal bovenop,0.102935
twee cylindertjes bovenop,plaat slurf deurklink,0.338881
sambaballen bovenop links,twee sambaballen,0.213725
gekanteld en vierkant,televisie houder met antenne,0.442135
puntmuts dikke neus,feestvarken met hoedje,0.270089
verbogen trofee prijs,blij een benig poppetje,0.491261
vogel snavel rechterkant,cocktailshaker,0.68464
dikke neus linkerkant,rokende pinguin,0.391665
zuignap aan stok,gewichts heffend koffiekopje,0.430447
kruiwagen handvaten,kortpotige kopje,0.492649
soort zuurtje bovenop,oordop dragend zeepaardje,0.386876
pinokkio neus cirkel,opgehangen poppetje,0.290245
staaf bobbels doorheen,kopje naast loopband,0.40413
dikke ronde neus,kopje met lepels,0.416107
spijker in neus,kopje met dienblad,0.396749
telraam kralen zijkant,kopje met muizentrapjes,0.371306
waterpomp aan buis,kleine boom knuffelaar,0.477752
vierkante rok slurf,rokjes dragend kopje,0.250943
drie tentakels neus,drie verschillende armen,0.247452
schietstoel knop vierkant neuzen,verrekijker met spijker,0.283605
puntmuts dikke neus,verjaardags hoed grote neus,0.138995
trofee schuine poot,scheve trofee,0.158822
kip snavel vleugel,zwemmende kip,0.183183
paaseiland oorbel mohawk,paaseiland look-a-like,0.210295
zuignap lepel lans,zuignap als speer,0.151186
kruiwagen piramide,half piramide hoofd,0.241022
zuurtje snoeppapier slurfje,toffee hoofd,0.224131
pinokkio lepel schijf,staande pinokkio,0.331855
wasbord kanonnen,kanon met wasbord,0.115927
twee lepels neus,kopje met lepels,0.176423
dienblad popnagel neus,dienblad,0.147387
kralen weerszijde vierkant,ruit oren,0.338107
pomp ei bovenop,pomp met ei,0.0634255
tutu slurf staafjes,tutu,0.338314
tentakels vierkante neus,groter wordend vierkant,0.386669
platte vierkant midden,een spijker bovenop,0.337084
cirkel uitsteeksel linksonder,driehoek erop steuntje,0.300543
langste figuur,schroef twee vierkantjes,0.447617
twee vierkanten rechtsmidden,is gelijk aan,0.545726
twee vleugels midden,liggende balk bovenop,0.312006
gewicht heffen rechtsmidden,balk schijf bal,0.387724
springplank bovenin rechts,soort bankje ervoor,0.384836
poppetje een been,haakje eronder voorkant,0.312726
staat op klein aansluitende ondergrond,cirkel erachter,0.400932
doorlopende buis midden,links rechts paaltje,0.417742
uitstekende bol rechtsmidden,drie verschillende staafjes,0.45846
pijl steekt uit van linker uitsteeksel naar links boven,dienblad pikkel,0.444151
zes ruitjes aaneen lopend,vierkant blad eronder,0.28843
balk langwerpig rechterkant,bal erop balk,0.189142
vierkant omringend midden,glijbaan twee sprietjes,0.398182
cactus uitsteeksel boven,twee kegels,0.409531
schroef met vierkant,schroef vierkant paneel,0.098489
driehoek bovenop,driehoek bovenaan,0.14283
schroef met kaas,schroef kaas,0.041585
het is teken,is gelijk aan,0.23625
rechthoek met vleugels,balk vleugels,0.217251
gewichtheffen arm,gewichtheffer,0.336269
sprinkplank,springplank,0.545059
aap klappen handen,diertje dat klapt,0.289097
kegel rechts,ondersteuning cirkel kegel,0.239079
zonnepaneel,zonnepaneel schroef,0.117999
roer pannetje soep pannetje,kookpotje,0.148006
pijl links boven,pijl dienblad,0.272889
zes kraaltjes,kraaltjes,0.127242
balk rechterkant,balk rechterkant,0.0
saturnus,saturnus twee sprietjes,0.233765
cactus,cactus,-1.19209e-07
tank antenne scherm,paddenstoel boven vierkant,0.471273
punt pijltje blok,driehoek boven cilinder,0.275798
schroef vierkant,twee kubussen boven,0.302662
trechter twee strepen,twee planken midden,0.229442
kuif twee armen,balk boven lampenkapje,0.372808
olijf op stokje,balk bal dorheen,0.421232
statafel plateau zweven,tafelpoten met bakje,0.335567
zeepaardje grote oren,ruit balk doorheen,0.41525
lepeltje rond koekje,cilinder midden pookje,0.448533
paal doorheen scherm,vierkant boven cilinder,0.304677
ronde neus lepels,bol midden stekels,0.265322
spijker in arm,rond plankje puntig,0.351032
kralenketting ondergrond tafeltennis,ribbel cilinder aandrijfwiel,0.418008
omarm paal bolletje,bol boven balk,0.306964
slurf rokje oortjes,twee staafjes boven,0.368584
drie hendels blokje,pook boven pook midden,0.344751
paddenstoel,paddenstoel,0.0
kegel,kegel,1.19209e-07
trofee schroef,trofee,0.186598
wegwijsborden,wegwijzer,0.607186
klok lampenkap,klok,0.237295
olijf,olijf,0.0
tafel met soepkom,tafel soepkom,0.0344254
zeepaardje,zeepaardje,0.0
pinokkio koekje,pinokkio,0.140795
mri spiegel balk,mri scanner spiegel,0.122388
twee theelepels,lepels,0.223321
spijker linkerarm,spijker in arm,0.160077
kralen,kralen,1.19209e-07
omarmen paal,man knuffelt paal,0.242101
dansende olifant,dansende olifant,0.0
vier hendels,vier uitsteeksels,0.221599
