"Pair","Session","Fribble_nr","Name_a","Name_b","labels_a","labels_b","snautdist_a","snautdist_b","avg_dist"
"021022","pre","6","langwerpige neuspiercing","staaf door ei","langwerpige neuspiercing : neuspiercing","staaf door ei : neus met piercing",0.181785,0.326837,0.254311
"021022","pre","7","ophang plankje","plateau met bak","ophang plankje : tafeltje houder bakje","plateau met bak : plateau met bak",0.189402,0,0.094701
"021022","pre","8","bloempot op een stokje","vierkant met uitsteeksel","bloempot op een stokje : klappen een standvlak","vierkant met uitsteeksel : ruit met doorboren",0.242087,0.324882,0.2834845
"021022","pre","9","pinokkio","houder onderkant","pinokkio : cocktail halve cirkel","houder onderkant : smalle houder onder",0.65823,0.167855,0.4130425
"021022","pre","10","centraal riolering punt","buis doorheen","centraal riolering punt : klep riool bolletjes","buis doorheen : cilinder met plateau",0.369414,0.283237,0.3263255
"021022","pre","11","dikke indiaan","bal aan zijkant","dikke indiaan : indiaan omgedraaide kegel","bal aan zijkant : neus zonder piercing",0.253942,0.316016,0.284979
"021022","pre","12","bijtelen","spijker in aanhangsel","bijtelen : spijker plateau","spijker in aanhangsel : spijker in pacman",0.341473,0.432449,0.386961
"021022","pre","13","pan vaas afwassen","plateau onderkant","pan vaas afwassen : afwas houder doorboord","plateau onderkant : plateau onderaan",0.303179,0.136109,0.219644
"021022","pre","14","bal in korfbal mandje","bal bovenop","bal in korfbal mandje : korfbal houder bal","bal bovenop : korfbal met paal",0.143366,0.336425,0.2398955
"021022","pre","15","waterglijbaan","plateau midden","waterglijbaan : glijbaan","plateau midden : plateau met glijbaan",0.119029,0.240256,0.1796425
"021022","pre","16","twee dezelfde pluimen","ovaal midden rechtop","twee dezelfde pluimen : identieke pluim","ovaal midden rechtop : zelfde uitsteeksel bovenop",0.220621,0.269254,0.2449375
"023024","pre","1","stekker","horizontale torentjes paddestoel","stekker : robot met paddenstoel","horizontale torentjes paddestoel : robot champignon",0.578192,0.40606,0.492126
"023024","pre","2","tent","puntmuts neus oor","tent : tent","puntmuts neus oor : tipi tent",5.96046e-08,0.631788,0.3158940298023
"023024","pre","3","bier beker","scheef wijnglas blokjes","bier beker : wijn glas","scheef wijnglas blokjes : wijnglas speciaalbier",0.250589,0.29814,0.2743645
"023024","pre","4","vis","snavel armpje pootje","vis : kuikentje","snavel armpje pootje : kuikentje",0.628353,0.385697,0.507025
"023024","pre","5","graan machine","rechthoek bovenop","graan machine : chicken little","rechthoek bovenop : chicken little",0.552439,0.680719,0.616579
"023024","pre","6","kop koffie","propellor neus sprietje","kop koffie : piercing","propellor neus sprietje : neuspiercing",0.63577,0.394227,0.5149985
"023024","pre","7","picnic tafel","tafel schaaltje dienblad","picnic tafel : tafel met bakje","tafel schaaltje dienblad : tafeltje met bakje",0.244058,0.128375,0.1862165
"023024","pre","8","pinokkio","twee pootjes scheef","pinokkio : pinokkio","twee pootjes scheef : dansend hobbelpaard",0,0.448558,0.224279
"023024","pre","9","sauteer pan","wiegje handvat lepel","sauteer pan : cocktail","wiegje handvat lepel : cocktail citroen schijfje",0.511834,0.371166,0.4415
"023024","pre","10","ernergie centrale","platte staaf courgette","ernergie centrale : courgette","platte staaf courgette : courgette",0.833608,0.190852,0.51223
"023024","pre","11","indiaan clown","uitstekend rechthoek handvat","indiaan clown : neus fancy lepel","uitstekend rechthoek handvat : neus fancy lepel",0.467318,0.316093,0.3917055
"023024","pre","12","bestuuringssysteem","tafelpoot plateau uitstekend","bestuuringssysteem : casino royaal","tafelpoot plateau uitstekend : casino hendel",0.547671,0.487184,0.5174275
"023024","pre","13","kruk","vlechtjes neus dienblad","kruk : pippi langkous","vlechtjes neus dienblad : pippi langkous",0.712938,0.589135,0.6510365
"023024","pre","14","basketbal hoop","fietsstuur balletje basket","basketbal hoop : basketball hoop","fietsstuur balletje basket : basketbal fietsstuur",0.240642,0.156639,0.1986405
"023024","pre","15","maal machine","stoomschip verhoogd vierkant","maal machine : boot met tutu","stoomschip verhoogd vierkant : stoomboot met tutu",0.570151,0.417995,0.494073
"023024","pre","16","blender","vier uitsteeksels","blender : stofzuiger","vier uitsteeksels : stofzuiger",0.435442,0.785404,0.610423
"025026","pre","1","vierkant voorkant","paddestoel bovenop","vierkant voorkant : spijker vierkant","paddestoel bovenop : spijker vierkant vlak",0.160407,0.374327,0.267367
"025026","pre","2","piramide driehoek bovenkant","persoon met pyramide","piramide driehoek bovenkant : piramide","persoon met pyramide : pyramide",0.170966,0.367986,0.269476
"025026","pre","3","uitsteeksel onderkant lang","schroef onderin","uitsteeksel onderkant lang : driekhoek onderkant","schroef onderin : schroef op driehoek",0.191425,0.169826,0.1806255
"025026","pre","4","twee rechthoeken rechts","kip","twee rechthoeken rechts : hoedje twee rechthoeken","kip : hoedje uitstekende puntjes",0.0912182,0.537821,0.3145196
"025026","pre","5","meest compact","balk bovenop","meest compact : compact","balk bovenop : compact",0.157878,0.696157,0.4270175
"025026","pre","6","klein uitsteeksel bovenkant","stok door neus","klein uitsteeksel bovenkant : stokje door neus","stok door neus : balk door neus",0.380961,0.136692,0.2588265
"025026","pre","7","twee pootjes onderkant","kruiwagen","twee pootjes onderkant : kruiwagen","kruiwagen : kruiwagen",0.495056,0,0.247528
"025026","pre","8","meest complex","dier op zijkant","meest complex : dier","dier op zijkant : dier op zijkant",0.694976,0,0.347488
"025026","pre","9","verlengde onderkant","koffiekopje","verlengde onderkant : lepeltje halve circkel","koffiekopje : kopje half rondje",0.46531,0.462518,0.463914
"025026","pre","10","handvaten rond uiteinde","gieter","handvaten rond uiteinde : schuin vierkant achterkant","gieter : gieter",0.212534,0,0.106267
"025026","pre","11","neus en oor","ronde neus","neus en oor : neus driehoekje lepeltjes","ronde neus : neus twee uitsteeksels",0.253418,0.181372,0.217395
"025026","pre","12","trechtervormig uitstekend linksboven","spijker bovenop","trechtervormig uitstekend linksboven : dienblad","spijker bovenop : dienblad spijker",0.497356,0.214337,0.3558465
"025026","pre","13","vierkant aan onderkant","pot op vierkant","vierkant aan onderkant : vierkant onder kopje","pot op vierkant : vierkant object erop",0.31093,0.250764,0.280847
"025026","pre","14","verticale rechthoek","balk en bal","verticale rechthoek : armen lange rechthoek","balk en bal : mannetje met armen",0.175271,0.371534,0.2734025
"025026","pre","15","vierkant door object","vierkant omheen","vierkant door object : vierkant door midden","vierkant omheen : vierkant er doorheen",0.195398,0.11117,0.153284
"025026","pre","16","ovaal boven links","theepot","ovaal boven links : theepot","theepot : theekan",0.537847,0.274341,0.406094
"027028","pre","1","pot antenne armen","minion met verrekijker","pot antenne armen : antenne twee wolkenkrabbers","minion met verrekijker : twee skyscrapers",0.306404,0.573959,0.4401815
"027028","pre","2","driehoek hoedje","zeil van zeilboot","driehoek hoedje : piramide feesthoedje","zeil van zeilboot : feesthoedje",0.251339,0.508623,0.379981
"027028","pre","3","kalk trophee blokjes","typhoon","kalk trophee blokjes : trophee","typhoon : trofee",0.34195,0.737057,0.5395035
"027028","pre","4","toilet spoeler staartje stekker","wiskundige vergelijking","toilet spoeler staartje stekker : stekker afgevlakte piramide","wiskundige vergelijking : adapter",0.301439,0.751421,0.52643
"027028","pre","5","boekentas houder boek","watermolen","boekentas houder boek : boekentas krantenbak","watermolen : kleine rugzak",0.197899,0.858474,0.5281865
"027028","pre","6","gewichtheffen spring haartje","ronde neus piercing","gewichtheffen spring haartje : neuspiercing spring haartje gewichtheffen","ronde neus piercing : neuspiercing",0.046553,0.326579,0.186566
"027028","pre","7","schap hanger bloempot","trechter op salontafel","schap hanger bloempot : bloempot schapje","trechter op salontafel : bloembak",0.0786377,0.356887,0.21776235
"027028","pre","8","armen ster uitstekels","pinokkio met hanenkam","armen ster uitstekels : bliksem ruitjes","pinokkio met hanenkam : ruiten en bliksemschicht",0.307189,0.370423,0.338806
"027028","pre","9","nek pinokkio","rond oor","nek pinokkio : pollepel pinokkio","rond oor : cocktail",0.248019,0.650261,0.44914
"027028","pre","10","gestrekte armen","diaprojector","gestrekte armen : krantenbak grote rugzak","diaprojector : grote rugzak",0.437457,0.607108,0.5222825
"027028","pre","11","neus antennen oor","ronde neus rechteroor","neus antennen oor : ronde neus","ronde neus rechteroor : grote neus",0.277526,0.225019,0.2512725
"027028","pre","12","rond dienblad splinter","neus omgekeerde eiffeltoren","rond dienblad splinter : splinter rond plateau","neus omgekeerde eiffeltoren : naald in arm",0.188823,0.335658,0.2622405
"027028","pre","13","dienblad cirkel kopje","pippi langkous vlechten","dienblad cirkel kopje : pippi langkous onderzetter","pippi langkous vlechten : pippi langkous",0.538933,0.0525624,0.2957477
"027028","pre","14","balk bal houder","neus op hoofd","balk bal houder : basketbalnet bal","neus op hoofd : basketbal",0.281461,0.596327,0.438894
"027028","pre","15","twee uitsteekseltjes","rare glijbaan","twee uitsteekseltjes : tabakspijp glijbaan","rare glijbaan : glijbaan",0.421178,0.163249,0.2922135
"027028","pre","16","tong uit mond","mixer","tong uit mond : doorboord wolkenkrabbers","mixer : wolkenkrabber",0.494981,0.830683,0.662832
"029030","pre","1","vierkant aan zijkant","vierkant vlak voorkant","vierkant aan zijkant : twee minecraft vierkant","vierkant vlak voorkant : twee minecraft links",0.304879,0.437832,0.3713555
"029030","pre","2","driehoek bovenop","driehoekige punt bovenop","driehoek bovenop : driehoek bovenop","driehoekige punt bovenop : driehoek bovenop",0,0.113431,0.0567155
"029030","pre","3","staand op driehoek","wijnglas voet onderaan","staand op driehoek : wijnglas","wijnglas voet onderaan : wijnglas",0.549578,0.205297,0.3774375
"029030","pre","4","twee horizontale balkjes","klein dekseltje erop","twee horizontale balkjes : vogeltje","klein dekseltje erop : eendje of vogeltje",0.604091,0.315923,0.460007
"029030","pre","5","horizontaal balkje bovenop","steekt minste uit","horizontaal balkje bovenop : middelvinger","steekt minste uit : middelvinger",0.429173,0.50784,0.4685065
"029030","pre","6","balk door bolletje","stampot stamper aan zijkant","balk door bolletje : stampot stamper","stampot stamper aan zijkant : stampot stamper",0.459581,0.140095,0.299838
"029030","pre","7","plateau twee schuine pootjes","bankje ertegen","plateau twee schuine pootjes : bankje twee pootjes","bankje ertegen : tafeltje of bankje",0.126456,0.211454,0.168955
"029030","pre","8","gebogen balkje onderkant","twee ruiten bovenop","gebogen balkje onderkant : ruitjes gebogen balk","twee ruiten bovenop : minecraft op vierkantjes",0.132927,0.464999,0.298963
"029030","pre","9","rond balkje links","soeplepel rechtsboven","rond balkje links : voetstuk theelepel handvat","soeplepel rechtsboven : theelepeltje",0.422985,0.295743,0.359364
"029030","pre","10","twee bolletjes zijkanten","knobbel handvaten tegenover","twee bolletjes zijkanten : twee knobbel handvatten","knobbel handvaten tegenover : knobbel handvaten",0.202127,0.0720743,0.13710065
"029030","pre","11","ei zijkant","los paasei voorop","ei zijkant : ei twee uitsteeksels","los paasei voorop : ei voorop",0.141369,0.194641,0.168005
"029030","pre","12","rond plateautje zijkant","spijker linksboven","rond plateautje zijkant : spijker rond plateau","spijker linksboven : spijker",0.175,0.20414,0.18957
"029030","pre","13","op vierkant plateau","drie bolletjes slinger","op vierkant plateau : drie bolletjes","drie bolletjes slinger : drie bolletjes zijkanten",0.446551,0.109096,0.2778235
"029030","pre","14","bolletje bovenop","verticale balk voorkant","bolletje bovenop : verticale balk ei","verticale balk voorkant : vertikale balk",0.291419,0.0730061,0.18221255
"029030","pre","15","vierkant plateau halverwege","plaat erdoor heen","vierkant plateau halverwege : plateau doorheen schoorsteen","plaat erdoor heen : pijpje of schoorsteentje",0.190429,0.291842,0.2411355
"029030","pre","16","drie kubusjes zijkant","twee haakse handvaten","drie kubusjes zijkant : minecraft twee handvatten","twee haakse handvaten : minecraft rechts",0.281803,0.440207,0.361005
"031032","pre","1","plaat verrekijker handvat","plat vierkant zijkant","plaat verrekijker handvat : gekanteld plaat handvat","plat vierkant zijkant : plat vierkant voorkant",0.118533,0.0184156,0.0684743
"031032","pre","2","feesthoed blok","driehoek bovenkant","feesthoed blok : feesthoed","driehoek bovenkant : feesthoedje bovenkant",0.15477,0.139297,0.1470335
"031032","pre","3","hoog spiraal blokjes","twist naar beneden","hoog spiraal blokjes : cocktail","twist naar beneden : kronkel pizzapunt onderkant",0.605585,0.398752,0.5021685
"031032","pre","4","uitlaat dakje staven","pot met kubus deksel","uitlaat dakje staven : parallele balken","pot met kubus deksel : parallelle staafjes zijkant",0.42786,0.391243,0.4095515
"031032","pre","5","gootje balk jets","boek in mok","gootje balk jets : boek buisje","boek in mok : boek in mok",0.456091,1.19209e-07,0.2280455596045
"031032","pre","6","bol staaf schijf","rechterkant vastgemaakt","bol staaf schijf : bal balk schijf","rechterkant vastgemaakt : buis met schijf",0.203966,0.415905,0.3099355
"031032","pre","7","tafeltje bakje","soort kruk aan onderkant","tafeltje bakje : tafeltje","soort kruk aan onderkant : tafelpoot onderkant",0.0788307,0.12886,0.10384535
"031032","pre","8","dubbele plaat","hengsel aan de rechterkant","dubbele plaat : parallele platen","hengsel aan de rechterkant : samengeperste vierkanten",0.392012,0.401274,0.396643
"031032","pre","9","zeshoek schijf","halve maan bovenkant","zeshoek schijf : halve maan","halve maan bovenkant : halve maan",0.429097,0.0880305,0.25856375
"031032","pre","10","vlak staven bollen","poot dwars door mok","vlak staven bollen : honkbal knuppel","poot dwars door mok : honkbalknuppel dwars doorheen",0.506058,0.205262,0.35566
"031032","pre","11","bol gootje hendel","staaf in mok","bol gootje hendel : bal rare druppel","staaf in mok : rare druppel staafje",0.290928,0.363082,0.327005
"031032","pre","12","schijf toeter","dik hengsel met twee strepen","schijf toeter : schijf dubbel uitsteeksel","dik hengsel met twee strepen : plaat zijkant",0.257957,0.250336,0.2541465
"031032","pre","13","grondvlak bolletjes","driehoekjes aan zijkant","grondvlak bolletjes : bolletjes onderplaat schijf","driehoekjes aan zijkant : drie driehoekjes zijkant",0.210336,0.0732151,0.14177555
"031032","pre","14","bal balk symmetrisch","balk aan zijkant","bal balk symmetrisch : bol balk handvaten","balk aan zijkant : bal bovenkant hengsel",0.154884,0.291689,0.2232865
"031032","pre","15","plaat hoek buis","middenin een bierviltje","plaat hoek buis : bierviltje","middenin een bierviltje : bierviltje om mok",0.592315,0.285872,0.4390935
