"director","trial","target","pair","round","peaks1","peaks2","gesture1","gesture2","range1","range2","transitions"
"B","3.7_ref",7,"069070",3,12,6,4,14,0.090185,0.116859,1
"B","3.7_ref",7,"075076",3,9,11,5,13,0.206691,0.101065,4
"B","3.7_ref",7,"077078",3,4,5,9,5,0.093778,0.073759,2
"B","3.7_ref",7,"081082",3,8,25,11,11,0,0.111143,7
"B","3.7_ref",7,"099100",3,10,6,7,6,0.016698,0.150615,1
"B","3.7_ref",7,"101102",3,2,14,13,14,0.036252,0,1
"B","3.7_ref",7,"107108",3,15,32,12,21,0.171099,0.153143,4
"B","3.7_ref",7,"109110",3,14,35,27,29,0.114846,0.148134,5
"B","3.7_ref",7,"119120",3,15,4,6,11,0.074371,0.167797,5
"B","3.7_ref",7,"121122",3,9,11,16,13,0,0.056065,1
"B","3.7_ref",7,"123124",3,3,9,18,12,0.064816,0.080137,1
"B","3.7_ref",7,"131132",3,4,7,10,10,0.043521,0.078909,1
"B","3.7_ref",7,"135136",3,9,4,7,5,0.157147,0.046965,1
"B","3.7_ref",7,"141142",3,23,11,13,13,0.093808,0.118233,4
"B","3.7_ref",7,"143144",3,13,17,17,11,0.098769,0.142763,7
"B","3.7_ref",7,"145146",3,17,11,9,6,0.26264,0.113359,3
"B","3.9_ref",13,"003004",3,10,16,6,4,0.229393,0.123081,5
"B","3.9_ref",13,"005006",3,2,13,6,6,0.004018,0.080643,1
"B","3.9_ref",13,"007008",3,2,15,14,14,0,0.080656,1
"B","3.9_ref",13,"009010",3,15,29,25,20,0.162427,0.17334,6
"B","3.9_ref",13,"013014",3,3,13,10,11,0.184759,0.230322,3
"B","3.9_ref",13,"015016",3,4,18,13,11,0,0.128399,1
"B","3.9_ref",13,"017018",3,4,16,15,11,0,0,1
"B","3.9_ref",13,"019020",3,11,22,4,9,0,0.092236,5
"B","3.9_ref",13,"021022",3,14,28,10,14,0.090551,0.051634,5
"B","3.9_ref",13,"025026",3,2,16,11,10,0.086088,0.12196,1
"B","3.9_ref",13,"027028",3,4,4,4,8,0.018973,0.070908,1
"B","3.9_ref",13,"035036",3,3,3,6,6,0.078824,0.100023,1
"B","3.9_ref",13,"037038",3,11,23,12,19,0.046803,0,7
"B","3.9_ref",13,"039040",3,6,16,2,9,0.088839,0.091365,1
"B","3.9_ref",13,"041042",3,36,24,31,33,0.066552,0.155884,15
"B","3.9_ref",13,"043044",3,5,17,8,11,0,0.123287,3
"B","3.9_ref",13,"045046",3,6,20,13,12,0,0.051673,1
"B","3.9_ref",13,"047048",3,4,17,18,14,0.078668,0,3
"B","3.9_ref",13,"049050",3,3,23,11,13,0.13953,0.298387,1
"B","3.9_ref",13,"051052",3,3,20,12,6,0.196812,0.045967,3
"B","3.9_ref",13,"053054",3,4,20,12,1,0.115209,0.04953,1
"B","3.9_ref",13,"055056",3,24,30,18,25,0.234318,0.149135,7
"B","3.9_ref",13,"057058",3,8,18,5,15,0.1831,0.146439,8
"B","3.9_ref",13,"063064",3,3,7,6,3,0.012584,0.064837,2
"B","3.9_ref",13,"065066",3,6,8,14,9,0.083945,0.043558,3
"B","3.9_ref",13,"067068",3,4,5,7,10,0.068148,0.12125,1
"B","3.9_ref",13,"069070",3,10,15,5,11,0.084917,0.117659,5
"B","3.9_ref",13,"075076",3,5,16,6,4,0.224862,0.087222,4
"B","3.9_ref",13,"077078",3,7,9,4,5,0.096069,0.126204,1
"B","3.9_ref",13,"081082",3,4,14,2,10,0,0.099181,2
"B","3.9_ref",13,"099100",3,8,7,12,4,0,0.057088,1
"B","3.9_ref",13,"101102",3,3,12,15,15,0.083542,0,5
"B","3.9_ref",13,"107108",3,6,10,9,18,0.105574,0.166334,2
"B","3.9_ref",13,"109110",3,8,15,14,15,0.120783,0.159243,3
"B","3.9_ref",13,"119120",3,4,15,7,14,0.110982,0.109894,3
"B","3.9_ref",13,"121122",3,2,8,2,4,0.084953,0.125706,1
"B","3.9_ref",13,"123124",3,4,7,7,10,0.169888,0.106677,1
"B","3.9_ref",13,"131132",3,3,10,4,10,0.141238,0.064432,2
"B","3.9_ref",13,"135136",3,5,6,11,11,0.065365,0.142106,3
"B","3.9_ref",13,"141142",3,14,20,19,22,0.135839,0.164115,7
"B","3.9_ref",13,"143144",3,11,10,9,16,0.098615,0.130213,3
"B","3.9_ref",13,"145146",3,13,20,7,11,0.120867,0.087481,5
"B","4.1_ref",10,"003004",4,5,18,7,14,0.001471,0.124535,1
"B","4.1_ref",10,"005006",4,3,20,10,7,0.122184,0.090314,5
"B","4.1_ref",10,"007008",4,4,7,10,5,0.03483,0.062184,3
"B","4.1_ref",10,"009010",4,5,14,14,9,0.017064,0.065093,1
"B","4.1_ref",10,"013014",4,4,17,7,9,0.196761,0.211328,1
"B","4.1_ref",10,"015016",4,19,23,23,23,0.093899,0.094179,13
"B","4.1_ref",10,"017018",4,7,22,17,31,0.047031,0.077159,1
"B","4.1_ref",10,"019020",4,5,11,1,4,0.032313,0.076639,1
"B","4.1_ref",10,"021022",4,8,24,20,12,0,0.06778,5
"B","4.1_ref",10,"025026",4,3,10,7,14,0.048725,0.054239,2
"B","4.1_ref",10,"027028",4,2,5,5,6,0.032883,0.122065,1
"B","4.1_ref",10,"035036",4,12,4,9,9,0.154396,0.17659,1
"B","4.1_ref",10,"037038",4,5,20,11,10,0.010075,0,1
"B","4.1_ref",10,"039040",4,28,44,25,34,0.151896,0.146495,9
"B","4.1_ref",10,"041042",4,12,3,18,13,0.193068,0.015078,1
"B","4.1_ref",10,"043044",4,9,16,9,11,0.150047,0.182753,4
"B","4.1_ref",10,"045046",4,9,19,21,20,0.173711,0.104091,3
"B","4.1_ref",10,"047048",4,23,18,23,36,0.062907,0.109845,4
"B","4.1_ref",10,"049050",4,8,22,12,14,0.100741,0.091557,3
"B","4.1_ref",10,"051052",4,21,36,39,8,0.116757,0.056169,7
"B","4.1_ref",10,"053054",4,7,9,11,3,0.105961,0.035302,1
"B","4.1_ref",10,"055056",4,15,10,9,12,0.171242,0.127672,3
"B","4.1_ref",10,"057058",4,11,7,6,14,0.153305,0.274282,3
"B","4.1_ref",10,"063064",4,17,42,19,30,0.183567,0.096541,9
"B","4.1_ref",10,"065066",4,11,9,10,12,0.151102,0.045678,3
"B","4.1_ref",10,"067068",4,3,13,8,1,0.073735,0.184947,1
"B","4.1_ref",10,"069070",4,10,25,6,22,0.08133,0.171396,4
"B","4.1_ref",10,"075076",4,15,7,7,7,0.125459,0.076417,3
"B","4.1_ref",10,"077078",4,6,21,6,13,0.062839,0.094822,5
"B","4.1_ref",10,"081082",4,8,12,8,20,0,0.08221,3
"B","4.1_ref",10,"099100",4,25,27,9,18,0.062495,0.070906,7
"B","4.1_ref",10,"101102",4,4,3,6,11,0.005432,0.055794,1
"B","4.1_ref",10,"107108",4,4,15,4,18,0.07575,0.116647,4
"B","4.1_ref",10,"109110",4,3,8,18,12,0.126939,0.110583,4
"B","4.1_ref",10,"119120",4,3,13,5,13,0.016335,0.101392,3
"B","4.1_ref",10,"121122",4,9,11,23,24,0.133501,0.080318,2
"B","4.1_ref",10,"123124",4,7,50,26,19,0.084541,0.095582,6
"B","4.1_ref",10,"131132",4,8,17,19,6,0.109392,0.115538,6
"B","4.1_ref",10,"135136",4,7,15,11,16,0.109515,0.129214,1
"B","4.1_ref",10,"141142",4,3,21,11,16,0.045781,0.208361,7
"B","4.1_ref",10,"143144",4,9,17,14,17,0.078181,0.069081,3
"B","4.1_ref",10,"145146",4,11,7,10,2,0.166494,0.155087,3
"B","4.11_ref",14,"003004",4,17,9,16,6,0.086582,0.181108,4
"B","4.11_ref",14,"005006",4,3,13,7,10,0,0.08895,3
"B","4.11_ref",14,"007008",4,7,24,28,17,0.01328,0.085829,3
"B","4.11_ref",14,"009010",4,4,17,7,17,0,0.063762,1
"B","4.11_ref",14,"013014",4,8,8,13,12,0.201805,0.09111,3
"B","4.11_ref",14,"015016",4,8,10,17,9,0.033115,0.111186,5
"B","4.11_ref",14,"017018",4,6,10,2,7,0.211715,0.107891,1
"B","4.11_ref",14,"019020",4,5,17,18,4,0.068954,0.140454,1
"B","4.11_ref",14,"021022",4,7,18,2,13,0.073156,0.103902,3
"B","4.11_ref",14,"025026",4,16,9,16,17,0.063022,0.08619,3
"B","4.11_ref",14,"027028",4,3,7,6,10,0,0.110857,2
"B","4.11_ref",14,"035036",4,4,8,5,16,0.054667,0.092986,1
"B","4.11_ref",14,"037038",4,25,25,26,20,0.068513,0.135406,7
"B","4.11_ref",14,"039040",4,8,17,12,11,0.052739,0.069207,3
"B","4.11_ref",14,"041042",4,13,10,24,21,0.047185,0.134016,3
"B","4.11_ref",14,"043044",4,10,21,5,2,0.074389,0.116159,3
"B","4.11_ref",14,"045046",4,9,9,6,12,0.070527,0.073827,1
"B","4.11_ref",14,"047048",4,4,4,14,6,0.21948,0.106383,1
"B","4.11_ref",14,"049050",4,8,24,24,7,0.218959,0.177994,3
"B","4.11_ref",14,"051052",4,6,25,19,12,0.066244,0.066787,3
"B","4.11_ref",14,"053054",4,36,27,16,13,0.12423,0.066375,7
"B","4.11_ref",14,"055056",4,10,25,16,8,0,0.146067,3
"B","4.11_ref",14,"057058",4,7,16,4,10,0.117518,0.14486,6
"B","4.11_ref",14,"063064",4,2,30,11,17,0.03819,0.083542,3
"B","4.11_ref",14,"065066",4,3,8,9,6,0.103617,0.051437,1
"B","4.11_ref",14,"067068",4,6,15,8,13,0.060461,0.160514,1
"B","4.11_ref",14,"069070",4,6,19,1,9,0.069763,0.225662,3
"B","4.11_ref",14,"075076",4,11,15,5,16,0.169859,0.109993,1
"B","4.11_ref",14,"077078",4,3,23,13,14,0.009803,0.078973,3
"B","4.11_ref",14,"081082",4,3,8,2,11,0,0.010431,1
"B","4.11_ref",14,"099100",4,8,6,8,5,0,0.079996,1
"B","4.11_ref",14,"101102",4,3,4,10,9,0.093961,0.080074,1
"B","4.11_ref",14,"107108",4,20,34,13,23,0.125481,0.154457,9
"B","4.11_ref",14,"109110",4,7,13,11,19,0.097206,0.135638,3
"B","4.11_ref",14,"119120",4,12,12,20,22,0.076562,0.175685,3
"B","4.11_ref",14,"121122",4,7,12,7,12,0.173315,0.159226,1
"B","4.11_ref",14,"123124",4,3,12,7,8,0.012511,0.065333,1
"B","4.11_ref",14,"131132",4,25,22,11,28,0.170702,0.156428,1
"B","4.11_ref",14,"135136",4,7,11,14,11,0.056042,0.131969,1
"B","4.11_ref",14,"141142",4,5,21,15,23,0.066835,0.233306,4
"B","4.11_ref",14,"143144",4,9,16,13,4,0.058511,0.084319,3
"B","4.11_ref",14,"145146",4,12,26,12,11,0.12216,0.10462,5
"B","4.13_ref",8,"003004",4,8,7,5,5,0.026502,0.138513,1
"B","4.13_ref",8,"005006",4,1,16,4,10,0.037889,0.059507,1
"B","4.13_ref",8,"007008",4,3,12,13,7,0,0.072435,1
"B","4.13_ref",8,"009010",4,3,21,9,11,0,0.153112,1
"B","4.13_ref",8,"013014",4,28,37,14,39,0.160905,0.141458,7
"B","4.13_ref",8,"015016",4,4,6,8,2,0.007526,0.154729,1
"B","4.13_ref",8,"017018",4,7,23,10,7,0.121392,0.129949,3
"B","4.13_ref",8,"019020",4,8,10,15,4,0.093353,0.185446,1
"B","4.13_ref",8,"021022",4,4,32,11,19,0.098541,0.14858,4
"B","4.13_ref",8,"025026",4,4,10,10,14,0.045113,0.021661,1
"B","4.13_ref",8,"027028",4,32,19,27,19,0.14595,0.103385,7
"B","4.13_ref",8,"035036",4,4,4,2,8,0.068967,0.158545,1
"B","4.13_ref",8,"037038",4,3,3,10,9,0.010081,0,1
"B","4.13_ref",8,"039040",4,5,7,10,5,0.047012,0.055279,1
"B","4.13_ref",8,"041042",4,17,26,18,11,0.062687,0.115709,3
"B","4.13_ref",8,"043044",4,5,19,11,7,0.117448,0.059295,1
"B","4.13_ref",8,"045046",4,18,13,15,13,0.102846,0.064375,5
"B","4.13_ref",8,"047048",4,13,20,22,13,0.146371,0,8
"B","4.13_ref",8,"049050",4,6,38,19,25,0.11922,0.126992,5
"B","4.13_ref",8,"051052",4,13,32,12,18,0.087696,0.07366,7
"B","4.13_ref",8,"053054",4,13,16,2,10,0.168432,0.040976,5
"B","4.13_ref",8,"055056",4,21,36,31,23,0.146835,0.122897,5
"B","4.13_ref",8,"057058",4,3,9,7,15,0.074639,0.11763,4
"B","4.13_ref",8,"063064",4,2,30,11,20,0.017669,0.068894,2
"B","4.13_ref",8,"065066",4,3,12,4,12,0.213058,0.070295,3
"B","4.13_ref",8,"067068",4,11,46,12,32,0.077845,0.123169,9
"B","4.13_ref",8,"069070",4,5,21,1,13,0.101632,0.106355,3
"B","4.13_ref",8,"075076",4,4,13,2,3,0.145679,0.104331,1
"B","4.13_ref",8,"077078",4,9,29,12,22,0.103443,0.109904,3
"B","4.13_ref",8,"081082",4,5,12,5,9,0.017406,0.064897,1
"B","4.13_ref",8,"099100",4,6,7,14,5,0.010075,0.094355,1
"B","4.13_ref",8,"101102",4,4,18,18,18,0.040103,0.068066,2
"B","4.13_ref",8,"107108",4,9,7,12,14,0.125994,0.11285,2
"B","4.13_ref",8,"109110",4,8,21,22,19,0.050635,0.110252,3
"B","4.13_ref",8,"119120",4,11,14,14,16,0.116882,0.131682,3
"B","4.13_ref",8,"121122",4,8,5,5,7,0.148768,0.043758,1
"B","4.13_ref",8,"123124",4,8,16,12,5,0.032601,0.07925,3
"B","4.13_ref",8,"131132",4,16,21,18,16,0.161916,0.267278,5
"B","4.13_ref",8,"135136",4,11,8,8,6,0.07965,0.155603,1
"B","4.13_ref",8,"141142",4,8,4,15,7,0.075924,0.158557,3
"B","4.13_ref",8,"143144",4,5,9,11,4,0.063477,0.055147,1
"B","4.13_ref",8,"145146",4,22,20,11,18,0.105325,0.115982,3
"B","4.15_ref",4,"003004",4,5,3,4,3,0.101355,0.079693,1
"B","4.15_ref",4,"005006",4,2,21,8,12,0.037067,0.064508,2
"B","4.15_ref",4,"007008",4,1,5,9,5,0,0.125344,1
"B","4.15_ref",4,"009010",4,9,18,21,16,0.075877,0.093402,7
"B","4.15_ref",4,"013014",4,30,9,20,10,0.105896,0.079461,7
"B","4.15_ref",4,"015016",4,3,12,8,8,0,0.105554,1
"B","4.15_ref",4,"017018",4,7,24,5,8,0.095217,0.124349,3
"B","4.15_ref",4,"019020",4,3,3,8,2,0.055487,0.305913,1
"B","4.15_ref",4,"021022",4,9,37,5,23,0.094922,0.096084,8
"B","4.15_ref",4,"025026",4,7,15,15,15,0.118668,0.089197,1
"B","4.15_ref",4,"027028",4,4,5,11,9,0.038531,0.098809,1
"B","4.15_ref",4,"035036",4,5,12,3,11,0.056325,0.076669,1
"B","4.15_ref",4,"037038",4,5,4,3,8,0.027705,0,1
"B","4.15_ref",4,"039040",4,3,5,2,5,0.050841,0.117929,2
"B","4.15_ref",4,"041042",4,6,9,11,0,0.054158,0.087692,1
"B","4.15_ref",4,"043044",4,6,6,6,6,0.047266,0.167185,1
"B","4.15_ref",4,"045046",4,8,18,17,14,0.198358,0.070862,3
"B","4.15_ref",4,"047048",4,14,7,13,15,0.1957,0,3
"B","4.15_ref",4,"049050",4,5,14,15,13,0.218865,0.170223,5
"B","4.15_ref",4,"051052",4,12,24,14,12,0.170333,0.041,3
"B","4.15_ref",4,"053054",4,5,25,5,13,0.064234,0.084558,3
"B","4.15_ref",4,"055056",4,7,4,6,4,0,0.037432,1
"B","4.15_ref",4,"057058",4,6,6,2,6,0.072706,0.171386,3
"B","4.15_ref",4,"063064",4,4,6,8,3,0.036171,0.141717,1
"B","4.15_ref",4,"065066",4,11,20,12,15,0.145317,0.044228,3
"B","4.15_ref",4,"067068",4,6,8,16,18,0.072562,0.190758,6
"B","4.15_ref",4,"069070",4,5,13,2,11,0.078238,0.170629,3
"B","4.15_ref",4,"075076",4,6,2,3,2,0.163189,0.089923,2
"B","4.15_ref",4,"077078",4,4,14,3,11,0.082944,0.056805,5
"B","4.15_ref",4,"081082",4,2,11,7,6,0,0.083825,1
"B","4.15_ref",4,"099100",4,6,6,7,3,0.020672,0.140918,1
"B","4.15_ref",4,"101102",4,3,11,5,12,0.074882,0,1
"B","4.15_ref",4,"107108",4,4,8,6,8,0.067082,0.097866,2
"B","4.15_ref",4,"109110",4,34,13,27,27,0.092094,0.172113,8
"B","4.15_ref",4,"119120",4,8,9,10,11,0.135948,0.181658,5
"B","4.15_ref",4,"121122",4,4,11,13,7,0.229675,0.089643,1
"B","4.15_ref",4,"123124",4,4,4,8,1,0,0.114843,1
"B","4.15_ref",4,"131132",4,2,5,8,7,0.130323,0.152222,2
"B","4.15_ref",4,"135136",4,8,13,9,7,0.178404,0.113842,1
"B","4.15_ref",4,"141142",4,20,15,35,15,0.090449,0.117252,5
"B","4.15_ref",4,"143144",4,10,10,10,10,0.053963,0.116804,3
"B","4.15_ref",4,"145146",4,5,4,8,4,0.159922,0.073455,1
"B","4.3_ref",6,"003004",4,7,14,4,12,0.074386,0.114316,1
"B","4.3_ref",6,"005006",4,10,20,16,22,0.086337,0.113518,5
"B","4.3_ref",6,"007008",4,5,12,18,9,0.109701,0.097947,1
"B","4.3_ref",6,"009010",4,5,8,10,5,0.187645,0.053533,1
"B","4.3_ref",6,"013014",4,5,14,1,3,0.056891,0.156664,1
"B","4.3_ref",6,"015016",4,12,9,13,16,0.090525,0.090328,4
"B","4.3_ref",6,"017018",4,6,19,8,11,0.077747,0.079124,1
"B","4.3_ref",6,"019020",4,6,7,4,7,0,0.094194,4
"B","4.3_ref",6,"021022",4,24,26,18,19,0.103117,0.092647,7
"B","4.3_ref",6,"025026",4,2,10,7,10,0.020213,0.08198,1
"B","4.3_ref",6,"027028",4,2,5,2,9,0.067417,0.069768,1
"B","4.3_ref",6,"035036",4,4,5,4,7,0.05374,0.11754,1
"B","4.3_ref",6,"037038",4,5,7,2,5,0.011297,0,1
"B","4.3_ref",6,"039040",4,4,6,12,8,0.120228,0.058663,1
"B","4.3_ref",6,"041042",4,10,6,7,12,0.17126,0.049467,1
"B","4.3_ref",6,"043044",4,8,9,15,10,0.130125,0.113485,1
"B","4.3_ref",6,"045046",4,6,6,7,3,0.115777,0.078487,3
"B","4.3_ref",6,"047048",4,6,2,8,1,0.218707,0,1
"B","4.3_ref",6,"049050",4,7,18,11,6,0.030509,0.145509,3
"B","4.3_ref",6,"051052",4,2,8,5,3,0.108933,0.057301,1
"B","4.3_ref",6,"053054",4,14,17,14,22,0.09023,0.070402,1
"B","4.3_ref",6,"055056",4,13,11,13,7,0,0.087816,3
"B","4.3_ref",6,"057058",4,6,11,6,12,0.127979,0.161266,3
"B","4.3_ref",6,"063064",4,5,28,10,13,0.117574,0.08493,1
"B","4.3_ref",6,"065066",4,2,4,5,6,0.230939,0.010154,1
"B","4.3_ref",6,"067068",4,4,10,5,2,0.10343,0.19857,2
"B","4.3_ref",6,"069070",4,6,18,2,15,0.07123,0.142638,3
"B","4.3_ref",6,"075076",4,4,8,5,2,0.110113,0.098938,1
"B","4.3_ref",6,"077078",4,4,5,5,5,0.102606,0.142078,1
"B","4.3_ref",6,"081082",4,1,2,9,6,0,0.018988,1
"B","4.3_ref",6,"099100",4,6,11,9,3,0,0.095872,1
"B","4.3_ref",6,"101102",4,2,4,4,9,0.119929,0,1
"B","4.3_ref",6,"107108",4,6,6,8,9,0.142741,0.066051,2
"B","4.3_ref",6,"109110",4,2,11,11,18,0.099609,0.068654,1
"B","4.3_ref",6,"119120",4,3,7,6,10,0.083136,0.101304,3
"B","4.3_ref",6,"121122",4,3,3,2,1,0.097482,0.065733,1
"B","4.3_ref",6,"123124",4,4,15,10,9,0.012247,0.06336,1
"B","4.3_ref",6,"131132",4,3,8,11,6,0,0.151836,1
"B","4.3_ref",6,"135136",4,5,12,13,13,0.056612,0.141729,1
"B","4.3_ref",6,"141142",4,7,21,16,17,0.004615,0.085993,4
"B","4.3_ref",6,"143144",4,10,4,8,3,0.116664,0.084594,1
"B","4.3_ref",6,"145146",4,9,11,9,2,0.146099,0.082225,3
"B","4.5_ref",16,"003004",4,4,6,5,1,0,0.149459,1
"B","4.5_ref",16,"005006",4,3,26,6,19,0.017878,0.048945,1
"B","4.5_ref",16,"007008",4,1,18,20,14,0,0.084822,1
"B","4.5_ref",16,"009010",4,13,14,22,7,0.074539,0.036287,3
"B","4.5_ref",16,"013014",4,8,19,9,9,0.244338,0.162153,4
"B","4.5_ref",16,"015016",4,12,15,18,14,0,0.121247,3
"B","4.5_ref",16,"017018",4,10,26,5,10,0.074323,0.10452,3
"B","4.5_ref",16,"019020",4,3,20,7,14,0,0.057558,1
"B","4.5_ref",16,"021022",4,8,40,12,17,0.101572,0.097356,5
"B","4.5_ref",16,"025026",4,27,51,48,36,0.145906,0.102984,11
"B","4.5_ref",16,"027028",4,4,18,7,17,0.029875,0.108889,1
"B","4.5_ref",16,"035036",4,3,5,5,10,0.015612,0.121526,1
"B","4.5_ref",16,"037038",4,4,14,3,6,0.016707,0,3
"B","4.5_ref",16,"039040",4,4,17,9,14,0.12317,0.119186,3
"B","4.5_ref",16,"041042",4,29,33,20,31,0.139649,0.142771,5
"B","4.5_ref",16,"043044",4,4,7,5,8,0.075396,0.089269,1
"B","4.5_ref",16,"045046",4,10,30,25,27,0,0.133012,5
"B","4.5_ref",16,"047048",4,14,15,21,17,0.187285,0,5
"B","4.5_ref",16,"049050",4,9,34,13,26,0.14525,0.131409,5
"B","4.5_ref",16,"051052",4,6,31,15,15,0.102798,0.068437,4
"B","4.5_ref",16,"053054",4,6,31,13,7,0.127082,0.05392,3
"B","4.5_ref",16,"055056",4,15,51,20,19,0,0.12179,6
"B","4.5_ref",16,"057058",4,9,24,6,16,0.110456,0.139522,3
"B","4.5_ref",16,"063064",4,2,8,8,2,0.004723,0.092431,1
"B","4.5_ref",16,"065066",4,12,15,4,17,0.103977,0.086198,1
"B","4.5_ref",16,"067068",4,1,29,16,23,0.055779,0.129562,1
"B","4.5_ref",16,"069070",4,7,23,2,13,0.051715,0.174397,5
"B","4.5_ref",16,"075076",4,8,13,1,12,0.152199,0.082689,2
"B","4.5_ref",16,"077078",4,5,38,13,27,0.073293,0.125702,5
"B","4.5_ref",16,"081082",4,5,33,11,7,0,0,3
"B","4.5_ref",16,"099100",4,10,12,6,7,0.035302,0.1385,1
"B","4.5_ref",16,"101102",4,3,20,9,16,0.082949,0,1
"B","4.5_ref",16,"107108",4,16,27,13,14,0.090114,0.170124,4
"B","4.5_ref",16,"109110",4,12,15,16,14,0.089493,0.104458,2
"B","4.5_ref",16,"119120",4,5,7,13,13,0.065701,0.124943,3
"B","4.5_ref",16,"121122",4,7,11,6,11,0.219679,0.127098,3
"B","4.5_ref",16,"123124",4,2,17,6,7,0,0.098996,3
"B","4.5_ref",16,"131132",4,6,12,10,10,0.126192,0.142783,3
"B","4.5_ref",16,"135136",4,20,13,14,13,0.150057,0.242689,3
"B","4.5_ref",16,"141142",4,15,15,13,18,0.072902,0.190124,4
"B","4.5_ref",16,"143144",4,17,16,15,22,0.081357,0.068488,1
"B","4.5_ref",16,"145146",4,28,37,16,13,0.15092,0.098032,5
"B","4.7_ref",12,"003004",4,5,5,10,5,0,0.122803,1
"B","4.7_ref",12,"005006",4,3,26,9,12,0.013902,0.098183,1
"B","4.7_ref",12,"007008",4,6,13,9,8,0,0.062468,1
"B","4.7_ref",12,"009010",4,4,16,10,9,0.011146,0.068195,1
"B","4.7_ref",12,"013014",4,9,30,20,20,0.195614,0.131286,8
"B","4.7_ref",12,"015016",4,4,5,10,8,0.016945,0.076681,1
"B","4.7_ref",12,"017018",4,29,40,10,34,0.216066,0.080924,5
"B","4.7_ref",12,"019020",4,5,16,15,7,0,0.22308,1
"B","4.7_ref",12,"021022",4,28,55,23,37,0.136046,0.101699,10
"B","4.7_ref",12,"025026",4,2,9,4,9,0.015015,0.071139,1
"B","4.7_ref",12,"027028",4,3,6,5,10,0.182862,0.10291,1
"B","4.7_ref",12,"035036",4,5,5,3,6,0.084013,0.078327,1
"B","4.7_ref",12,"037038",4,6,18,5,6,0.159186,0,5
"B","4.7_ref",12,"039040",4,7,7,4,15,0.142971,0.095592,1
"B","4.7_ref",12,"041042",4,5,14,18,18,0.103217,0.080969,5
"B","4.7_ref",12,"043044",4,17,8,20,13,0.126356,0.194775,3
"B","4.7_ref",12,"045046",4,3,18,6,12,0.09771,0.071079,1
"B","4.7_ref",12,"047048",4,3,8,16,9,0.135634,0,4
"B","4.7_ref",12,"049050",4,9,37,24,29,0.104659,0.1666,4
"B","4.7_ref",12,"051052",4,5,17,10,7,0.148422,0.062377,1
"B","4.7_ref",12,"053054",4,31,45,20,17,0.103258,0.083619,5
"B","4.7_ref",12,"055056",4,17,7,16,9,0.244511,0.114756,1
"B","4.7_ref",12,"057058",4,6,9,5,8,0.142274,0.199935,4
"B","4.7_ref",12,"063064",4,2,25,10,12,0.053813,0.0955,1
"B","4.7_ref",12,"065066",4,6,17,7,8,0.132556,0.046331,3
"B","4.7_ref",12,"067068",4,3,16,14,7,0.055888,0.112823,2
"B","4.7_ref",12,"069070",4,3,15,2,11,0.067536,0.164237,3
"B","4.7_ref",12,"075076",4,9,18,11,11,0.172,0.107848,1
"B","4.7_ref",12,"077078",4,3,11,5,9,0.162124,0.111186,1
"B","4.7_ref",12,"081082",4,7,7,9,19,0,0,1
"B","4.7_ref",12,"099100",4,9,9,14,8,0,0.109004,1
"B","4.7_ref",12,"101102",4,2,9,4,14,0.062167,0,2
"B","4.7_ref",12,"107108",4,5,8,10,11,0.074667,0.134058,3
"B","4.7_ref",12,"109110",4,20,36,25,27,0.090994,0.16659,9
"B","4.7_ref",12,"119120",4,3,16,9,18,0.018278,0.116821,3
"B","4.7_ref",12,"121122",4,7,4,8,2,0.06923,0.054603,1
"B","4.7_ref",12,"123124",4,2,10,11,5,0,0.068269,1
"B","4.7_ref",12,"131132",4,5,12,12,12,0.083935,0.225275,1
"B","4.7_ref",12,"135136",4,9,12,17,6,0.16759,0.139342,1
"B","4.7_ref",12,"141142",4,5,9,6,17,0.169073,0.090149,2
"B","4.7_ref",12,"143144",4,5,12,7,8,0.041642,0.072782,1
"B","4.7_ref",12,"145146",4,10,4,7,5,0.071396,0.125973,1
"B","4.9_ref",2,"003004",4,5,14,12,7,0.000418,0.135674,3
"B","4.9_ref",2,"005006",4,1,14,5,5,0.053903,0.044044,1
"B","4.9_ref",2,"007008",4,1,11,16,9,0,0.086993,1
"B","4.9_ref",2,"009010",4,4,19,12,6,0.107505,0.031098,1
"B","4.9_ref",2,"013014",4,10,12,25,26,0.081842,0.111722,5
"B","4.9_ref",2,"015016",4,6,8,9,6,0.042952,0.097606,3
"B","4.9_ref",2,"017018",4,6,23,6,17,0.214576,0.078324,1
"B","4.9_ref",2,"019020",4,4,13,19,2,0,0.104614,1
"B","4.9_ref",2,"021022",4,6,37,2,24,0.146756,0.083356,5
"B","4.9_ref",2,"025026",4,2,6,9,4,0,0.028124,2
"B","4.9_ref",2,"027028",4,5,7,8,5,0.139101,0.08935,1
"B","4.9_ref",2,"035036",4,5,7,5,11,0,0.069162,1
"B","4.9_ref",2,"037038",4,9,4,2,2,0.049076,0,1
"B","4.9_ref",2,"039040",4,2,6,6,12,0.018782,0.041552,2
"B","4.9_ref",2,"041042",4,9,11,9,9,0.021595,0.047811,3
"B","4.9_ref",2,"043044",4,8,21,12,12,0.150404,0.108529,3
"B","4.9_ref",2,"045046",4,7,21,5,13,0.202496,0.071522,5
"B","4.9_ref",2,"047048",4,6,2,15,11,0.162593,0.023711,1
"B","4.9_ref",2,"049050",4,5,27,5,20,0.086845,0.12857,5
"B","4.9_ref",2,"051052",4,4,28,12,10,0.064219,0.064726,1
