"director","trial","target","pair","round","peaks1","peaks2","gesture1","gesture2","range1","range2","transitions"
"B","1.5_ref",13,"109110",1,26,41,21,35,0.134397,0.151348,7
"B","1.5_ref",13,"119120",1,11,47,19,23,0.009126,0.124599,13
"B","1.5_ref",13,"121122",1,18,22,12,22,0.132792,0.120808,7
"B","1.5_ref",13,"123124",1,13,34,25,27,0.21294,0.118259,7
"B","1.5_ref",13,"131132",1,30,37,28,31,0.167814,0.191566,6
"B","1.5_ref",13,"135136",1,9,15,7,14,0.105242,0.155724,3
"B","1.5_ref",13,"141142",1,22,29,16,31,0.063952,0.178652,13
"B","1.5_ref",13,"143144",1,36,36,18,30,0.095048,0.097064,10
"B","1.5_ref",13,"145146",1,29,44,19,31,0.121303,0.12549,13
"B","1.7_ref",11,"003004",1,40,75,29,45,0.146269,0.141262,17
"B","1.7_ref",11,"005006",1,7,32,3,10,0.064693,0.081141,5
"B","1.7_ref",11,"007008",1,16,44,21,26,0,0.104768,9
"B","1.7_ref",11,"009010",1,18,48,33,19,0.066914,0.086995,9
"B","1.7_ref",11,"013014",1,9,36,33,3,0.221686,0.172707,9
"B","1.7_ref",11,"015016",1,13,46,29,40,0.07559,0.172248,4
"B","1.7_ref",11,"017018",1,26,72,23,61,0.214608,0.221432,11
"B","1.7_ref",11,"019020",1,10,45,26,15,0.116423,0.156998,6
"B","1.7_ref",11,"021022",1,22,51,17,36,0.102737,0.169169,7
"B","1.7_ref",11,"025026",1,6,45,19,30,0.127224,0.062445,5
"B","1.7_ref",11,"027028",1,88,139,85,90,0.131648,0.138836,21
"B","1.7_ref",11,"035036",1,73,98,30,60,0.141325,0.145261,15
"B","1.7_ref",11,"037038",1,14,44,16,21,0.046852,0,7
"B","1.7_ref",11,"039040",1,16,32,25,18,0.104903,0.077072,12
"B","1.7_ref",11,"041042",1,32,84,9,9,0.12054,0.168476,15
"B","1.7_ref",11,"043044",1,31,35,16,25,0.196518,0.205397,12
"B","1.7_ref",11,"045046",1,29,38,15,20,0.00512,0.163691,9
"B","1.7_ref",11,"047048",1,24,30,29,20,0.116071,0.141856,7
"B","1.7_ref",11,"049050",1,11,51,9,10,0.11295,0.117766,5
"B","1.7_ref",11,"051052",1,7,51,21,23,0.169289,0.100349,3
"B","1.7_ref",11,"053054",1,18,37,17,3,0.152514,0.083406,7
"B","1.7_ref",11,"055056",1,40,71,30,11,0,0.129167,9
"B","1.7_ref",11,"057058",1,21,36,10,26,0.227117,0.140778,8
"B","1.7_ref",11,"063064",1,14,51,30,27,0.101266,0.107839,7
"B","1.7_ref",11,"065066",1,30,51,9,27,0.126101,0.114413,11
"B","1.7_ref",11,"067068",1,13,43,6,10,0.042153,0.14775,6
"B","1.7_ref",11,"069070",1,45,107,45,94,0.153375,0.175494,14
"B","1.7_ref",11,"075076",1,21,32,6,13,0.170099,0.158769,6
"B","1.7_ref",11,"077078",1,10,79,13,44,0.055455,0.19869,9
"B","1.7_ref",11,"081082",1,17,45,29,37,0,0.113408,9
"B","1.7_ref",11,"099100",1,25,49,11,18,0.075222,0.309104,5
"B","1.7_ref",11,"101102",1,28,65,37,36,0.134039,0.137547,8
"B","1.7_ref",11,"107108",1,44,115,38,77,0.182919,0.125071,15
"B","1.7_ref",11,"109110",1,35,48,30,39,0.17307,0.145204,15
"B","1.7_ref",11,"119120",1,43,66,32,38,0.121327,0.121122,24
"B","1.7_ref",11,"121122",1,43,64,9,35,0.124258,0.117182,14
"B","1.7_ref",11,"123124",1,27,58,26,22,0.117966,0.232792,13
"B","1.7_ref",11,"131132",1,42,59,42,49,0.141573,0.178076,13
"B","1.7_ref",11,"135136",1,34,37,20,17,0.122861,0.18861,9
"B","1.7_ref",11,"141142",1,20,42,27,34,0.062479,0.153967,10
"B","1.7_ref",11,"143144",1,28,41,28,24,0.154754,0.218831,9
"B","1.7_ref",11,"145146",1,27,59,8,32,0.17493,0.134504,9
"B","1.9_ref",3,"003004",1,21,36,11,23,0,0.19501,12
"B","1.9_ref",3,"005006",1,5,27,15,16,0.081695,0.222067,4
"B","1.9_ref",3,"007008",1,32,44,36,26,0.094395,0.111971,13
"B","1.9_ref",3,"009010",1,33,78,35,36,0.17382,0.107234,7
"B","1.9_ref",3,"013014",1,21,29,20,10,0.191934,0.166355,4
"B","1.9_ref",3,"015016",1,18,14,22,13,0.104553,0.157967,6
"B","1.9_ref",3,"017018",1,10,34,15,34,0.234491,0.099554,3
"B","1.9_ref",3,"019020",1,14,35,9,23,0,0.136544,12
"B","1.9_ref",3,"021022",1,21,55,22,35,0.107814,0.122494,5
"B","1.9_ref",3,"025026",1,2,31,5,22,0.155237,0.130328,4
"B","1.9_ref",3,"027028",1,27,51,20,38,0.105203,0.241528,9
"B","1.9_ref",3,"035036",1,40,46,16,38,0.195634,0.190393,9
"B","1.9_ref",3,"037038",1,6,43,16,24,0.05593,0.064906,2
"B","1.9_ref",3,"039040",1,10,17,17,13,0.117715,0.091668,1
"B","1.9_ref",3,"041042",1,34,34,34,21,0.070712,0.138573,7
"B","1.9_ref",3,"043044",1,8,45,14,24,0.093595,0.109289,7
"B","1.9_ref",3,"045046",1,17,15,12,10,0.153557,0.155281,7
"B","1.9_ref",3,"047048",1,10,6,15,3,0.103115,0,3
"B","1.9_ref",3,"049050",1,20,68,40,33,0.151809,0.138222,11
"B","1.9_ref",3,"051052",1,16,28,19,24,0.129881,0.069269,5
"B","1.9_ref",3,"053054",1,12,26,10,2,0.142759,0.055088,6
"B","1.9_ref",3,"055056",1,45,67,29,19,0.133101,0.136079,13
"B","1.9_ref",3,"057058",1,11,26,8,16,0.154739,0.182851,5
"B","1.9_ref",3,"063064",1,6,47,19,24,0.070472,0.096288,7
"B","1.9_ref",3,"065066",1,8,21,8,14,0.195673,0.0687,7
"B","1.9_ref",3,"067068",1,5,13,4,3,0.060579,0.106307,4
"B","1.9_ref",3,"069070",1,5,42,5,20,0.047517,0.159892,3
"B","1.9_ref",3,"075076",1,14,23,5,12,0.118245,0.113991,5
"B","1.9_ref",3,"077078",1,23,48,16,27,0.105729,0.131958,11
"B","1.9_ref",3,"081082",1,20,22,11,23,0,0.120256,5
"B","1.9_ref",3,"099100",1,12,36,8,23,0.057215,0.13332,9
"B","1.9_ref",3,"101102",1,11,45,13,35,0.058481,0.120449,3
"B","1.9_ref",3,"107108",1,54,121,52,79,0.141337,0.151411,17
"B","1.9_ref",3,"109110",1,20,34,14,19,0.096374,0.113241,9
"B","1.9_ref",3,"119120",1,13,19,17,20,0.118899,0.152348,9
"B","1.9_ref",3,"121122",1,18,22,24,17,0.139325,0.084389,7
"B","1.9_ref",3,"123124",1,7,27,12,14,0.15598,0.102968,5
"B","1.9_ref",3,"131132",1,27,28,18,20,0.162992,0.216058,6
"B","1.9_ref",3,"135136",1,6,15,9,12,0.053633,0.067056,1
"B","1.9_ref",3,"141142",1,46,30,28,47,0.120618,0.153822,13
"B","1.9_ref",3,"143144",1,8,13,12,14,0.079695,0.140643,3
"B","1.9_ref",3,"145146",1,34,45,6,26,0.128613,0.134784,13
"B","2.1_ref",14,"003004",2,7,31,12,20,0.185908,0.137331,9
"B","2.1_ref",14,"005006",2,3,23,9,14,0,0.175709,1
"B","2.1_ref",14,"007008",2,16,32,38,28,0.04372,0.08653,7
"B","2.1_ref",14,"009010",2,29,47,31,24,0.110201,0.19201,9
"B","2.1_ref",14,"013014",2,7,14,8,2,0.173304,0.097118,3
"B","2.1_ref",14,"015016",2,16,42,27,33,0.059993,0.190433,9
"B","2.1_ref",14,"017018",2,11,53,12,36,0.073226,0.11335,3
"B","2.1_ref",14,"019020",2,7,32,15,14,0.127537,0.155998,4
"B","2.1_ref",14,"021022",2,16,39,24,19,0.17799,0.105954,7
"B","2.1_ref",14,"025026",2,13,22,15,20,0.096369,0.10214,5
"B","2.1_ref",14,"027028",2,10,20,5,4,0.203232,0.146563,1
"B","2.1_ref",14,"035036",2,40,36,20,25,0.112726,0.149506,7
"B","2.1_ref",14,"037038",2,5,24,12,16,0.038365,0,1
"B","2.1_ref",14,"039040",2,9,18,2,15,0.078257,0.097211,3
"B","2.1_ref",14,"041042",2,27,53,38,33,0.072584,0.200753,13
"B","2.1_ref",14,"043044",2,29,29,19,25,0.118139,0.183423,5
"B","2.1_ref",14,"045046",2,6,18,18,16,0,0.110458,4
"B","2.1_ref",14,"047048",2,16,33,36,26,0.044708,0.123581,7
"B","2.1_ref",14,"049050",2,18,53,35,18,0.392619,0.152407,11
"B","2.1_ref",14,"051052",2,18,33,21,13,0.146516,0.106221,9
"B","2.1_ref",14,"053054",2,20,38,32,3,0.16636,0.092523,7
"B","2.1_ref",14,"055056",2,31,71,30,31,0.188421,0.146099,7
"B","2.1_ref",14,"057058",2,14,14,4,13,0.22724,0.122917,6
"B","2.1_ref",14,"063064",2,11,48,18,27,0.040896,0.083904,5
"B","2.1_ref",14,"065066",2,8,26,7,12,0.142324,0.126223,5
"B","2.1_ref",14,"067068",2,38,42,13,34,0.10472,0.192218,11
"B","2.1_ref",14,"069070",2,8,33,3,13,0.034434,0.168343,5
"B","2.1_ref",14,"075076",2,24,32,9,8,0.222859,0.167888,8
"B","2.1_ref",14,"077078",2,15,47,17,30,0.159322,0.116019,5
"B","2.1_ref",14,"081082",2,10,14,6,12,0,0.083906,3
"B","2.1_ref",14,"099100",2,10,30,9,11,0.060073,0.152577,7
"B","2.1_ref",14,"101102",2,8,23,4,17,0.078542,0.065833,1
"B","2.1_ref",14,"107108",2,13,34,25,29,0.107674,0.143753,11
"B","2.1_ref",14,"109110",2,22,35,8,28,0.118707,0.153355,5
"B","2.1_ref",14,"119120",2,17,23,13,14,0.184343,0.12425,8
"B","2.1_ref",14,"121122",2,17,28,6,21,0.134176,0.187378,5
"B","2.1_ref",14,"123124",2,5,33,19,16,0.11307,0.121839,5
"B","2.1_ref",14,"131132",2,11,31,13,26,0.141351,0.143721,8
"B","2.1_ref",14,"135136",2,15,12,14,10,0.077055,0.119908,3
"B","2.1_ref",14,"141142",2,23,31,20,39,0.130475,0.191243,8
"B","2.1_ref",14,"143144",2,27,65,49,42,0.099936,0.153575,15
"B","2.1_ref",14,"145146",2,58,70,18,40,0.101609,0.114771,13
"B","2.11_ref",2,"003004",2,9,32,19,17,0.177803,0.161232,5
"B","2.11_ref",2,"005006",2,13,25,17,7,0.030882,0.115317,5
"B","2.11_ref",2,"007008",2,7,14,7,14,0.078589,0.078109,3
"B","2.11_ref",2,"009010",2,10,19,28,14,0.155284,0.050621,3
"B","2.11_ref",2,"013014",2,5,10,18,6,0.21457,0.092916,1
"B","2.11_ref",2,"015016",2,10,31,22,21,0,0.130214,5
"B","2.11_ref",2,"017018",2,8,37,12,22,0.070201,0.100431,1
"B","2.11_ref",2,"019020",2,29,21,25,22,0.04518,0.13974,7
"B","2.11_ref",2,"021022",2,15,51,20,26,0.108305,0.147579,9
"B","2.11_ref",2,"025026",2,5,8,4,8,0.149935,0.137934,1
"B","2.11_ref",2,"027028",2,20,18,3,1,0.123621,0.110126,5
"B","2.11_ref",2,"035036",2,7,24,14,18,0.027656,0.077193,1
"B","2.11_ref",2,"037038",2,6,17,6,12,0.011784,0,1
"B","2.11_ref",2,"039040",2,8,9,3,12,0.06611,0.109397,3
"B","2.11_ref",2,"041042",2,22,23,20,11,0.077701,0.101529,5
"B","2.11_ref",2,"043044",2,13,52,25,22,0.10269,0.143889,7
"B","2.11_ref",2,"045046",2,16,23,19,17,0.221894,0.074848,5
"B","2.11_ref",2,"047048",2,25,34,44,27,0.07731,0.11872,11
"B","2.11_ref",2,"049050",2,7,42,6,31,0.056621,0.121654,3
"B","2.11_ref",2,"051052",2,6,38,17,13,0.131961,0.072253,5
"B","2.11_ref",2,"053054",2,13,57,46,9,0.083405,0.081528,5
"B","2.11_ref",2,"055056",2,7,64,23,42,0,0.102532,4
"B","2.11_ref",2,"057058",2,23,26,10,17,0.162962,0.141565,8
"B","2.11_ref",2,"063064",2,6,45,31,23,0.079844,0.097674,1
"B","2.11_ref",2,"065066",2,8,15,15,12,0.17527,0.072456,3
"B","2.11_ref",2,"067068",2,6,25,10,16,0,0.138664,4
"B","2.11_ref",2,"069070",2,5,21,3,10,0.015258,0.170351,1
"B","2.11_ref",2,"075076",2,5,10,1,4,0.200233,0.133266,1
"B","2.11_ref",2,"077078",2,9,41,12,27,0.03133,0.136417,7
"B","2.11_ref",2,"081082",2,5,20,11,15,0,0.102065,3
"B","2.11_ref",2,"099100",2,12,22,16,7,0.127072,0.088476,3
"B","2.11_ref",2,"101102",2,10,24,3,18,0.05325,0.064076,5
"B","2.11_ref",2,"107108",2,13,23,12,22,0.061973,0.123099,8
"B","2.11_ref",2,"109110",2,10,20,33,29,0.095971,0.170911,7
"B","2.11_ref",2,"119120",2,25,27,7,22,0.123404,0.143931,9
"B","2.11_ref",2,"121122",2,9,20,6,12,0.115661,0.151655,5
"B","2.11_ref",2,"123124",2,3,23,14,10,0.001797,0.111835,5
"B","2.11_ref",2,"131132",2,9,26,20,22,0.175958,0.170478,7
"B","2.11_ref",2,"135136",2,5,22,20,17,0.109647,0.306472,1
"B","2.11_ref",2,"141142",2,14,45,26,27,0.064386,0.120184,9
"B","2.11_ref",2,"143144",2,5,21,7,15,0.079851,0.119924,3
"B","2.11_ref",2,"145146",2,7,27,4,20,0.118402,0.096949,5
"B","2.13_ref",8,"003004",2,14,29,8,14,0.193882,0.215998,7
"B","2.13_ref",8,"005006",2,13,46,16,15,0.06724,0.14994,8
"B","2.13_ref",8,"007008",2,14,19,32,22,0,0.059592,7
"B","2.13_ref",8,"009010",2,15,36,32,18,0.093918,0.051093,5
"B","2.13_ref",8,"013014",2,10,22,7,14,0.17303,0.153123,1
"B","2.13_ref",8,"015016",2,12,7,12,7,0.11157,0.091246,1
"B","2.13_ref",8,"017018",2,7,46,10,32,0.04694,0.098647,5
"B","2.13_ref",8,"019020",2,56,49,57,37,0.12392,0.152211,12
"B","2.13_ref",8,"021022",2,12,58,6,31,0.084364,0.087265,3
"B","2.13_ref",8,"025026",2,29,33,25,31,0.121815,0.069296,11
"B","2.13_ref",8,"027028",2,14,29,14,20,0.042497,0.112948,3
"B","2.13_ref",8,"035036",2,18,9,16,11,0.140854,0.14335,3
"B","2.13_ref",8,"037038",2,9,6,6,10,0.072695,0,1
"B","2.13_ref",8,"039040",2,15,41,16,27,0.085138,0.091224,11
"B","2.13_ref",8,"041042",2,27,58,36,22,0.054804,0.152252,7
"B","2.13_ref",8,"043044",2,31,50,22,36,0.087175,0.155259,9
"B","2.13_ref",8,"045046",2,23,35,20,25,0.114204,0.120237,5
"B","2.13_ref",8,"047048",2,27,35,38,19,0.083418,0.084839,11
"B","2.13_ref",8,"049050",2,16,60,21,28,0.162005,0.109522,7
"B","2.13_ref",8,"051052",2,59,84,56,44,0.142307,0.088501,17
"B","2.13_ref",8,"053054",2,7,35,9,2,0.110276,0.06065,7
"B","2.13_ref",8,"055056",2,33,59,19,30,0.107111,0.158442,11
"B","2.13_ref",8,"057058",2,24,53,12,31,0.111359,0.154124,13
"B","2.13_ref",8,"063064",2,11,40,26,25,0.093171,0.091226,7
"B","2.13_ref",8,"065066",2,9,32,10,12,0.080921,0.084792,7
"B","2.13_ref",8,"067068",2,32,80,31,40,0.100804,0.100749,16
"B","2.13_ref",8,"069070",2,5,24,4,16,0.066474,0.151307,1
"B","2.13_ref",8,"075076",2,11,24,6,6,0.232696,0.149875,1
"B","2.13_ref",8,"077078",2,8,52,13,32,0.101658,0.131161,5
"B","2.13_ref",8,"081082",2,9,32,2,30,0,0.078242,1
"B","2.13_ref",8,"099100",2,11,10,15,9,0.022712,0.091448,1
"B","2.13_ref",8,"101102",2,9,39,32,31,0.07604,0.075457,5
"B","2.13_ref",8,"107108",2,8,25,12,22,0.074684,0.144956,5
"B","2.13_ref",8,"109110",2,6,39,32,31,0.094526,0.130094,7
"B","2.13_ref",8,"119120",2,8,23,6,20,0.108626,0.124335,7
"B","2.13_ref",8,"121122",2,8,24,10,15,0.079538,0.074737,3
"B","2.13_ref",8,"123124",2,13,53,17,23,0.066332,0.114617,10
"B","2.13_ref",8,"131132",2,65,74,49,58,0.16566,0.173752,17
"B","2.13_ref",8,"135136",2,18,17,14,15,0.152112,0.232694,3
"B","2.13_ref",8,"141142",2,30,56,38,44,0.135978,0.125493,15
"B","2.13_ref",8,"143144",2,12,28,16,17,0.053498,0.130074,3
"B","2.13_ref",8,"145146",2,45,70,31,43,0.086708,0.117738,9
"B","2.15_ref",4,"003004",2,22,42,35,25,0.211446,0.110285,15
"B","2.15_ref",4,"005006",2,6,24,15,10,0.082418,0.108843,6
"B","2.15_ref",4,"007008",2,3,14,13,9,0,0.08605,3
"B","2.15_ref",4,"009010",2,7,20,19,12,0.073863,0.026624,1
"B","2.15_ref",4,"013014",2,47,72,58,35,0.093301,0.162544,23
"B","2.15_ref",4,"015016",2,15,32,14,19,0.147006,0.088072,7
"B","2.15_ref",4,"017018",2,12,43,9,32,0.183088,0.071377,3
"B","2.15_ref",4,"019020",2,12,9,19,8,0.093998,0.127809,7
"B","2.15_ref",4,"021022",2,12,53,16,23,0.102277,0.103923,9
"B","2.15_ref",4,"025026",2,11,20,18,14,0.043236,0.069037,3
"B","2.15_ref",4,"027028",2,36,38,15,27,0.108614,0.151369,3
"B","2.15_ref",4,"035036",2,11,16,12,20,0.109272,0.081223,3
"B","2.15_ref",4,"037038",2,6,16,4,11,0.047155,0,3
"B","2.15_ref",4,"039040",2,10,22,12,12,0.140237,0.222497,3
"B","2.15_ref",4,"041042",2,12,29,18,16,0.056222,0.095064,5
"B","2.15_ref",4,"043044",2,5,32,15,14,0.032457,0.227032,7
"B","2.15_ref",4,"045046",2,16,28,11,29,0.186802,0.084617,5
"B","2.15_ref",4,"047048",2,23,21,26,5,0.195333,0.362185,5
"B","2.15_ref",4,"049050",2,17,12,19,11,0.207125,0.144934,5
"B","2.15_ref",4,"051052",2,21,40,19,24,0.10958,0.085834,5
"B","2.15_ref",4,"053054",2,36,46,16,19,0.143366,0.054268,7
"B","2.15_ref",4,"055056",2,15,16,10,7,0.135526,0.061056,4
"B","2.15_ref",4,"057058",2,15,21,9,12,0.141129,0.184951,5
"B","2.15_ref",4,"063064",2,10,10,6,7,0.094371,0.098941,1
"B","2.15_ref",4,"065066",2,15,21,9,18,0.139057,0.098626,3
"B","2.15_ref",4,"067068",2,8,24,10,11,0.04702,0.139885,6
"B","2.15_ref",4,"069070",2,5,24,2,13,0.052562,0.120203,1
"B","2.15_ref",4,"075076",2,6,12,3,7,0.159092,0.063099,1
"B","2.15_ref",4,"077078",2,42,63,29,45,0.119062,0.129765,11
"B","2.15_ref",4,"081082",2,5,15,6,12,0,0.082923,1
"B","2.15_ref",4,"099100",2,9,9,14,1,0.031783,0.099231,1
"B","2.15_ref",4,"101102",2,3,25,17,19,0.047886,0.087279,3
"B","2.15_ref",4,"107108",2,15,37,13,25,0.203692,0.113108,11
"B","2.15_ref",4,"109110",2,7,9,15,14,0.058015,0.135265,3
"B","2.15_ref",4,"119120",2,14,16,16,18,0.088599,0.136,7
"B","2.15_ref",4,"121122",2,7,18,3,16,0.106194,0.129384,5
"B","2.15_ref",4,"123124",2,2,18,8,7,0.051747,0.107046,3
"B","2.15_ref",4,"131132",2,14,9,12,13,0.166939,0.175693,4
"B","2.15_ref",4,"135136",2,6,16,11,11,0.192186,0.218397,1
"B","2.15_ref",4,"141142",2,26,30,21,32,0.188661,0.155658,9
"B","2.15_ref",4,"143144",2,10,25,16,19,0.088909,0.128316,5
"B","2.15_ref",4,"145146",2,10,15,4,11,0.173648,0.116368,3
"B","2.3_ref",16,"003004",2,104,239,99,141,0.212503,0.19312,51
"B","2.3_ref",16,"005006",2,16,33,14,19,0.04285,0.167941,5
"B","2.3_ref",16,"007008",2,10,26,28,14,0,0.078849,3
"B","2.3_ref",16,"009010",2,46,66,52,16,0.171701,0.184632,23
"B","2.3_ref",16,"013014",2,27,60,41,24,0.170769,0.172938,13
"B","2.3_ref",16,"015016",2,11,31,17,24,0.088053,0.124355,3
"B","2.3_ref",16,"017018",2,23,62,26,41,0.130338,0.119295,5
"B","2.3_ref",16,"019020",2,11,33,15,25,0,0.155777,5
"B","2.3_ref",16,"021022",2,8,43,23,23,0,0.106805,3
"B","2.3_ref",16,"025026",2,50,65,55,57,0.14216,0.080185,11
"B","2.3_ref",16,"027028",2,37,76,28,47,0.189226,0.107831,7
"B","2.3_ref",16,"035036",2,17,12,9,21,0.140039,0.126389,1
"B","2.3_ref",16,"037038",2,18,54,14,13,0.099553,0,7
"B","2.3_ref",16,"039040",2,13,36,16,25,0.152104,0.270869,3
"B","2.3_ref",16,"041042",2,12,32,12,14,0.16212,0.130949,5
"B","2.3_ref",16,"043044",2,5,15,16,20,0.153157,0.107322,1
"B","2.3_ref",16,"045046",2,38,32,26,22,0.101403,0.094142,7
"B","2.3_ref",16,"047048",2,27,21,20,9,0.110764,0.147989,11
"B","2.3_ref",16,"049050",2,8,46,18,20,0.033747,0.125282,3
"B","2.3_ref",16,"051052",2,10,41,15,17,0.070053,0.062952,5
"B","2.3_ref",16,"053054",2,5,33,20,9,0.069502,0.100304,1
"B","2.3_ref",16,"055056",2,15,90,30,50,0,0.141146,5
"B","2.3_ref",16,"057058",2,25,32,8,23,0.185666,0.134221,8
"B","2.3_ref",16,"063064",2,9,18,15,15,0.053862,0.082403,7
"B","2.3_ref",16,"065066",2,30,69,25,34,0.178989,0.152252,15
"B","2.3_ref",16,"067068",2,10,41,11,33,0.05639,0.125319,3
"B","2.3_ref",16,"069070",2,9,29,3,16,0.122211,0.150719,5
"B","2.3_ref",16,"075076",2,10,23,5,10,0.10577,0.096776,5
"B","2.3_ref",16,"077078",2,11,71,13,50,0.047752,0.154324,5
"B","2.3_ref",16,"081082",2,5,48,17,25,0,0.098448,3
"B","2.3_ref",16,"099100",2,19,38,15,19,0.124559,0.103823,5
"B","2.3_ref",16,"101102",2,36,75,67,42,0.153595,0.094912,17
"B","2.3_ref",16,"107108",2,12,36,23,32,0.119932,0.127257,5
"B","2.3_ref",16,"109110",2,14,44,19,35,0.1231,0.127821,5
"B","2.3_ref",16,"119120",2,12,13,13,8,0.128683,0.102441,5
"B","2.3_ref",16,"121122",2,9,19,6,20,0.157687,0.124116,4
"B","2.3_ref",16,"123124",2,4,34,6,21,0.056177,0.074869,5
"B","2.3_ref",16,"131132",2,17,16,13,13,0.286537,0.14663,1
"B","2.3_ref",16,"135136",2,31,66,47,53,0.141253,0.088939,9
"B","2.3_ref",16,"141142",2,18,24,19,22,0.091704,0.213488,15
"B","2.3_ref",16,"143144",2,9,40,25,31,0.090577,0.097412,5
"B","2.3_ref",16,"145146",2,14,41,10,32,0.110522,0.133835,7
"B","2.5_ref",10,"003004",2,12,20,1,15,0,0.140029,1
"B","2.5_ref",10,"005006",2,2,24,20,9,0.039455,0.132449,1
"B","2.5_ref",10,"007008",2,7,16,22,8,0,0.06457,1
"B","2.5_ref",10,"009010",2,2,20,13,8,0.016903,0.085578,5
"B","2.5_ref",10,"013014",2,7,25,14,9,0.192052,0.205185,7
"B","2.5_ref",10,"015016",2,17,49,25,28,0.126927,0.1367,6
"B","2.5_ref",10,"017018",2,14,42,9,29,0.129863,0.094366,1
"B","2.5_ref",10,"019020",2,7,14,12,14,0.136307,0.106703,2
"B","2.5_ref",10,"021022",2,20,38,20,24,0.132651,0.086412,3
"B","2.5_ref",10,"025026",2,20,16,7,18,0.133176,0.049395,7
"B","2.5_ref",10,"027028",2,16,19,14,17,0.077865,0.103769,3
"B","2.5_ref",10,"035036",2,7,5,6,7,0.009127,0.134762,1
"B","2.5_ref",10,"037038",2,3,27,5,12,0.062224,0,1
"B","2.5_ref",10,"039040",2,18,11,8,13,0.115151,0.110086,3
"B","2.5_ref",10,"041042",2,8,5,13,5,0.144116,0.136411,1
"B","2.5_ref",10,"043044",2,24,28,16,17,0.150011,0.102369,9
"B","2.5_ref",10,"045046",2,13,31,10,22,0.117345,0.066475,3
"B","2.5_ref",10,"047048",2,10,21,19,17,0.12456,0,5
"B","2.5_ref",10,"049050",2,8,36,20,28,0.211015,0.100783,3
"B","2.5_ref",10,"051052",2,25,33,32,13,0.136582,0.058768,7
"B","2.5_ref",10,"053054",2,6,24,17,5,0.089703,0.049538,3
"B","2.5_ref",10,"055056",2,10,40,27,30,0.189563,0.145129,3
"B","2.5_ref",10,"057058",2,11,15,2,11,0.144356,0.105917,3
"B","2.5_ref",10,"063064",2,7,49,7,22,0.055148,0.077562,3
"B","2.5_ref",10,"065066",2,13,31,9,21,0.163869,0.073807,3
"B","2.5_ref",10,"067068",2,6,31,7,17,0.084894,0.123885,5
"B","2.5_ref",10,"069070",2,24,49,4,40,0.10911,0.196958,14
"B","2.5_ref",10,"075076",2,13,16,5,13,0.175844,0.118848,3
"B","2.5_ref",10,"077078",2,5,43,3,29,0.070555,0.106878,1
"B","2.5_ref",10,"081082",2,7,28,6,17,0,0.07392,3
"B","2.5_ref",10,"099100",2,58,111,27,50,0.105684,0.14201,9
"B","2.5_ref",10,"101102",2,3,19,15,14,0.061411,0.080409,1
"B","2.5_ref",10,"107108",2,29,32,24,34,0.115155,0.102205,15
"B","2.5_ref",10,"109110",2,9,18,19,21,0.153639,0.093169,1
"B","2.5_ref",10,"119120",2,17,29,11,19,0.106322,0.116275,7
"B","2.5_ref",10,"121122",2,4,23,7,21,0.147232,0.042919,4
"B","2.5_ref",10,"123124",2,9,74,33,49,0.078329,0.07987,7
"B","2.5_ref",10,"131132",2,16,38,17,21,0.131142,0.135865,5
"B","2.5_ref",10,"135136",2,11,20,9,17,0.05686,0.221517,3
"B","2.5_ref",10,"141142",2,15,29,15,26,0.05803,0.151952,5
"B","2.5_ref",10,"143144",2,12,23,6,18,0.070641,0.115544,3
"B","2.5_ref",10,"145146",2,15,13,7,8,0.093723,0.095644,6
"B","2.7_ref",12,"003004",2,20,23,9,7,0.164756,0.171964,3
"B","2.7_ref",12,"005006",2,4,22,4,11,0.072464,0.142774,3
"B","2.7_ref",12,"007008",2,6,13,14,12,0.107362,0.053804,1
"B","2.7_ref",12,"009010",2,3,25,14,8,0.043586,0.090534,3
"B","2.7_ref",12,"013014",2,30,43,27,22,0.205747,0.133764,13
"B","2.7_ref",12,"015016",2,5,10,11,9,0.016648,0.103553,1
"B","2.7_ref",12,"017018",2,7,46,15,28,0.050373,0.081949,1
"B","2.7_ref",12,"019020",2,7,20,17,14,0.111629,0.09351,3
"B","2.7_ref",12,"021022",2,14,40,6,18,0.097191,0.088187,7
"B","2.7_ref",12,"025026",2,4,18,6,15,0.049742,0.087692,3
"B","2.7_ref",12,"027028",2,67,43,51,36,0.147495,0.151723,11
"B","2.7_ref",12,"035036",2,14,11,12,2,0.140496,0.058319,3
"B","2.7_ref",12,"037038",2,6,9,4,5,0.057697,0,1
"B","2.7_ref",12,"039040",2,13,18,10,18,0.061387,0.099317,1
"B","2.7_ref",12,"041042",2,11,29,23,19,0.085534,0.105115,7
"B","2.7_ref",12,"043044",2,25,26,17,13,0.134466,0.08223,7
"B","2.7_ref",12,"045046",2,29,39,44,31,0.196687,0.093455,7
"B","2.7_ref",12,"047048",2,28,18,31,12,0.11457,0,7
"B","2.7_ref",12,"049050",2,4,40,10,24,0.065608,0.097673,3
"B","2.7_ref",12,"051052",2,21,54,28,7,0.173747,0.083994,5
"B","2.7_ref",12,"053054",2,6,37,27,15,0.218616,0.064898,1
"B","2.7_ref",12,"055056",2,6,34,6,16,0.11675,0.221288,1
"B","2.7_ref",12,"057058",2,11,20,7,12,0.118247,0.142656,4
"B","2.7_ref",12,"063064",2,8,36,25,25,0.055972,0.28919,7
"B","2.7_ref",12,"065066",2,8,15,4,11,0.163062,0.0627,1
